dataset,image_id,candidate_pixels,candidate_pixels_selected_k,candidate_target_leakage_pixels,candidate_far_bg_ratio,candidate_high_evidence_mean,candidate_ohem_overlap_fraction,target_dilate_pixels,far_bg_pixels
NUDT-SIRST,000527,655,655,0,1.0,1.1513646313687786e-05,0.9494047619047619,353,65183
NUDT-SIRST,000309,654,654,0,1.0,1.0913901860476471e-05,0.9150805270863837,613,64923
NUDT-SIRST,000065,655,655,0,1.0,4.524405085248873e-06,0.9818456883509834,289,65247
NUDT-SIRST,000418,655,655,0,1.0,1.1289090252830647e-05,0.9552238805970149,676,64860
NUDT-SIRST,000306,654,654,0,1.0,1.9234152205171995e-05,0.9349112426035503,715,64821
NUDT-SIRST,000469,654,654,0,1.0,1.345648070127936e-05,0.9435364041604755,575,64961
NUDT-SIRST,000088,655,655,0,1.0,8.687832178111421e-07,0.9436201780415431,289,65247
NUDT-SIRST,001007,654,654,0,1.0,8.038295163714793e-06,0.871244635193133,655,64881
NUDT-SIRST,000690,655,655,0,1.0,7.042278866720153e-06,0.9264705882352942,372,65164
NUDT-SIRST,000686,654,654,0,1.0,6.5474641814944334e-06,0.8901734104046243,770,64766
NUDT-SIRST,000428,654,654,0,1.0,7.660099981876556e-06,0.8847262247838616,715,64821
NUDT-SIRST,000605,655,655,0,1.0,8.64015419210773e-06,0.9552238805970149,367,65169
NUDT-SIRST,001067,654,654,0,1.0,1.0189161002926994e-05,0.8191933240611962,742,64794
NUDT-SIRST,001025,654,654,0,1.0,3.489845767035149e-05,0.8659058487874465,602,64934
NUDT-SIRST,001245,655,655,0,1.0,1.249117417501111e-06,0.9293078055964654,289,65247
NUDT-SIRST,001045,654,654,0,1.0,5.319253432389814e-06,0.7795918367346939,698,64838
NUDT-SIRST,000767,655,655,0,1.0,1.2909179076814326e-06,0.8555240793201133,656,64880
NUDT-SIRST,000728,654,654,0,1.0,2.3362110823654803e-06,0.8901734104046243,786,64750
NUDT-SIRST,001065,654,654,0,1.0,7.706793439865578e-06,0.8632478632478633,648,64888
NUDT-SIRST,000540,655,655,0,1.0,8.216009518946521e-06,0.9552238805970149,340,65196
NUDT-SIRST,000658,654,654,0,1.0,0.00017132073116954416,0.9067055393586005,710,64826
NUDT-SIRST,000549,654,654,0,1.0,0.0038257779087871313,0.8685714285714285,535,65001
NUDT-SIRST,000522,653,653,0,1.0,5.521310959011316e-05,0.842031029619182,1290,64246
NUDT-SIRST,000978,654,654,0,1.0,2.454223249515053e-05,0.8422535211267606,666,64870
NUDT-SIRST,000317,654,654,0,1.0,5.598324150923872e-06,0.9094890510948905,715,64821
NUDT-SIRST,000117,655,655,0,1.0,3.6315886973170564e-06,0.8607954545454546,706,64830
NUDT-SIRST,000184,654,654,0,1.0,3.943051979149459e-06,0.8553191489361702,752,64784
NUDT-SIRST,000631,655,655,0,1.0,1.1622028068813961e-05,0.9878603945371776,323,65213
NUDT-SIRST,000459,654,654,0,1.0,1.702616282273084e-05,0.8396624472573839,653,64883
NUDT-SIRST,000804,655,655,0,1.0,2.5010820081661223e-06,0.8581560283687943,690,64846
NUDT-SIRST,000819,655,655,0,1.0,1.7330067976217833e-06,0.7560321715817694,694,64842
NUDT-SIRST,001048,655,655,0,1.0,4.848200660489965e-06,0.8634423897581792,568,64968
NUDT-SIRST,000271,654,654,0,1.0,1.0815096175065264e-05,0.9292035398230089,576,64960
NUDT-SIRST,000358,655,655,0,1.0,1.4692815284433891e-06,0.9969512195121951,570,64966
NUDT-SIRST,000670,655,655,0,1.0,5.404553121479694e-06,0.9321533923303835,342,65194
NUDT-SIRST,000145,655,655,0,1.0,1.1403810731280828e-06,0.9378698224852071,268,65268
NUDT-SIRST,000118,655,655,0,1.0,8.644655281386804e-06,0.8528995756718529,678,64858
NUDT-SIRST,000239,653,653,0,1.0,1.975988743652124e-05,0.7161629434954008,1236,64300
NUDT-SIRST,000126,655,655,0,1.0,1.3408990525931586e-05,0.9350073855243722,340,65196
NUDT-SIRST,000115,655,655,0,1.0,3.967315024056006e-06,0.8528995756718529,691,64845
NUDT-SIRST,001171,655,655,0,1.0,1.8210207599622663e-06,0.9669669669669669,289,65247
NUDT-SIRST,000497,654,654,0,1.0,8.83682423591381e-06,0.8500707213578501,1178,64358
NUDT-SIRST,000847,654,654,0,1.0,8.186083846339898e-07,0.7651821862348178,742,64794
NUDT-SIRST,000462,654,654,0,1.0,4.788668957189657e-05,0.8929088277858177,653,64883
NUDT-SIRST,000604,655,655,0,1.0,1.0781008313642815e-05,0.9407407407407408,367,65169
NUDT-SIRST,000223,655,655,0,1.0,1.8845749991669436e-06,0.9378698224852071,496,65040
NUDT-SIRST,000810,655,655,0,1.0,2.700630375329638e-06,0.7945205479452054,692,64844
NUDT-SIRST,000938,654,654,0,1.0,3.107673182967119e-05,0.8016528925619835,708,64828
NUDT-SIRST,000460,654,654,0,1.0,0.0011517333332449198,0.9122807017543859,569,64967
NUDT-SIRST,001001,655,655,0,1.0,5.0377475417917594e-05,0.8985507246376812,518,65018
NUDT-SIRST,001108,655,655,0,1.0,1.5424888260895386e-05,0.9699248120300752,289,65247
NUDT-SIRST,000826,654,654,0,1.0,2.0309903447923716e-06,0.7771739130434783,696,64840
NUDT-SIRST,001252,654,654,0,1.0,1.0761423254734837e-05,0.9580838323353293,536,65000
NUDT-SIRST,000981,654,654,0,1.0,1.548018553876318e-05,0.8685714285714285,677,64859
NUDT-SIRST,000429,654,654,0,1.0,8.443091246590484e-06,0.9039301310043668,1072,64464
NUDT-SIRST,001277,654,654,0,1.0,0.0003240768564864993,0.8766140602582496,612,64924
NUDT-SIRST,001080,654,654,0,1.0,4.749844265461434e-06,0.8116343490304709,632,64904
NUDT-SIRST,000707,654,654,0,1.0,8.145109859469812e-06,0.8793103448275862,736,64800
NUDT-SIRST,000221,654,654,0,1.0,1.757463223839295e-06,0.871244635193133,852,64684
NUDT-SIRST,000265,654,654,0,1.0,2.864635916921543e-06,0.9493293591654247,536,65000
NUDT-SIRST,000672,654,654,0,1.0,3.7812387745361775e-06,0.9039301310043668,698,64838
NUDT-SIRST,000752,655,655,0,1.0,2.705370434341603e-06,0.9908814589665653,578,64958
NUDT-SIRST,000481,653,653,0,1.0,3.5890050185116706e-06,0.7720488466757124,1315,64221
NUDT-SIRST,000384,655,655,0,1.0,2.997756837430643e-06,0.9848484848484849,1140,64396
NUDT-SIRST,000236,654,654,0,1.0,1.8227248801849782e-05,0.9039301310043668,600,64936
NUDT-SIRST,000125,655,655,0,1.0,6.087811016186606e-06,0.8876080691642652,663,64873
NUDT-SIRST,000892,654,654,0,1.0,5.5867885748739354e-06,0.8345021037868162,602,64934
NUDT-SIRST,000238,654,654,0,1.0,5.45805596630089e-06,0.9094890510948905,715,64821
NUDT-SIRST,000639,655,655,0,1.0,2.69091033260338e-05,0.9465081723625557,338,65198
NUDT-SIRST,000914,654,654,0,1.0,5.327410235622665e-06,0.8632478632478633,580,64956
NUDT-SIRST,000432,654,654,0,1.0,1.3648853382619563e-05,0.8422535211267606,1200,64336
NUDT-SIRST,000489,654,654,0,1.0,5.0578895752551034e-05,0.8685714285714285,1151,64385
NUDT-SIRST,000513,653,653,0,1.0,4.57861133327242e-05,0.8013793103448276,1327,64209
NUDT-SIRST,000114,655,655,0,1.0,7.734258360869717e-06,0.9013062409288825,338,65198
NUDT-SIRST,000719,654,654,0,1.0,1.7909483176481444e-06,0.7486631016042781,730,64806
NUDT-SIRST,000643,655,655,0,1.0,6.540412414324237e-06,0.8502824858757062,621,64915
NUDT-SIRST,000994,655,655,0,1.0,1.7032538380590267e-05,0.834733893557423,569,64967
NUDT-SIRST,000712,654,654,0,1.0,2.1721876692026854e-05,0.8793103448275862,674,64862
NUDT-SIRST,000242,654,654,0,1.0,2.8789192583644763e-05,0.8370786516853933,1253,64283
NUDT-SIRST,001207,655,655,0,1.0,1.3391061202128185e-06,0.9436201780415431,578,64958
NUDT-SIRST,000201,654,654,0,1.0,3.6710996482725022e-06,0.8422535211267606,786,64750
NUDT-SIRST,001312,654,654,0,1.0,0.0001244015438714996,0.9610194902548725,536,65000
NUDT-SIRST,000524,655,655,0,1.0,7.237732916109962e-06,0.9465081723625557,342,65194
NUDT-SIRST,000198,654,654,0,1.0,9.322689038526732e-07,0.8345021037868162,756,64780
NUDT-SIRST,000543,655,655,0,1.0,4.72963074571453e-06,0.9581464872944694,370,65166
NUDT-SIRST,000028,655,655,0,1.0,6.021008175594034e-06,0.9321533923303835,289,65247
NUDT-SIRST,001323,654,654,0,1.0,0.00021346165158320218,0.9610194902548725,543,64993
NUDT-SIRST,000331,655,655,0,1.0,2.765574436125462e-06,0.9728915662650602,1140,64396
NUDT-SIRST,000222,655,655,0,1.0,1.4088831221670262e-06,0.9068413391557496,398,65138
NUDT-SIRST,000869,654,654,0,1.0,4.533411356533179e-06,0.847457627118644,637,64899
NUDT-SIRST,000692,654,654,0,1.0,4.126094609091524e-06,0.8929088277858177,730,64806
NUDT-SIRST,000842,655,655,0,1.0,8.161585355992429e-06,0.9378698224852071,342,65194
NUDT-SIRST,000795,655,655,0,1.0,1.731604129417974e-06,0.8373071528751753,527,65009
NUDT-SIRST,001078,654,654,0,1.0,6.097892310208408e-06,0.871244635193133,642,64894
NUDT-SIRST,000896,655,655,0,1.0,1.0357617611589376e-05,0.8741058655221745,520,65016
NUDT-SIRST,000052,655,655,0,1.0,1.0729536370490678e-06,0.9581464872944694,289,65247
NUDT-SIRST,001256,654,654,0,1.0,8.721792255528271e-05,0.7324503311258278,536,65000
NUDT-SIRST,000292,654,654,0,1.0,3.2084590202430263e-06,0.8820143884892087,1129,64407
NUDT-SIRST,000070,655,655,0,1.0,2.0866880731773563e-05,0.975867269984917,289,65247
NUDT-SIRST,000443,654,654,0,1.0,1.600172618054785e-05,0.9094890510948905,494,65042
NUDT-SIRST,000343,655,655,0,1.0,2.443642415528302e-06,0.9818456883509834,285,65251
NUDT-SIRST,000504,654,654,0,1.0,0.00010568011930445209,0.7991746905089409,953,64583
NUDT-SIRST,000203,654,654,0,1.0,2.1584585283562774e-06,0.8526912181303116,786,64750
NUDT-SIRST,000204,654,654,0,1.0,1.7221736925421283e-06,0.7991746905089409,816,64720
NUDT-SIRST,000943,654,654,0,1.0,2.8687589292530902e-05,0.7628032345013477,767,64769
NUDT-SIRST,000886,654,654,0,1.0,6.215372195583768e-06,0.8319327731092437,622,64914
NUDT-SIRST,000337,655,655,0,1.0,2.435121587041067e-06,0.9939117199391172,285,65251
NUDT-SIRST,000146,654,654,0,1.0,2.1937765268376097e-05,0.9178885630498533,684,64852
NUDT-SIRST,000778,655,655,0,1.0,3.513724323056522e-06,0.8068965517241379,672,64864
NUDT-SIRST,001051,654,654,0,1.0,1.2073163816239685e-05,0.847457627118644,627,64909
NUDT-SIRST,000121,655,655,0,1.0,1.3916137504565995e-05,0.8634423897581792,708,64828
NUDT-SIRST,000196,655,655,0,1.0,5.981738695481909e-07,0.9040697674418605,378,65158
NUDT-SIRST,000647,655,655,0,1.0,1.1094707588199526e-06,0.8634423897581792,638,64898
NUDT-SIRST,001182,655,655,0,1.0,1.467949800826318e-06,0.9728915662650602,221,65315
NUDT-SIRST,000972,654,654,0,1.0,4.109504516236484e-05,0.9039301310043668,565,64971
NUDT-SIRST,000750,655,655,0,1.0,9.028169188241009e-06,0.9350073855243722,289,65247
NUDT-SIRST,000568,654,654,0,1.0,0.00040321442065760493,0.9377777777777778,569,64967
NUDT-SIRST,000585,654,654,0,1.0,0.00048535698442719877,0.9377777777777778,612,64924
NUDT-SIRST,000925,654,654,0,1.0,1.1009026820829604e-05,0.8793103448275862,544,64992
NUDT-SIRST,001295,655,655,0,1.0,0.27171915769577026,1.0,355,65181
NUDT-SIRST,000280,654,654,0,1.0,6.910395768500166e-06,0.9320531757754801,553,64983
NUDT-SIRST,000741,654,654,0,1.0,4.5389010665530805e-06,0.8685714285714285,806,64730
NUDT-SIRST,000360,655,655,0,1.0,4.921781965094851e-06,0.9669669669669669,202,65334
NUDT-SIRST,000969,654,654,0,1.0,4.323426401242614e-05,0.7991746905089409,650,64886
NUDT-SIRST,000042,655,655,0,1.0,1.1848867416119901e-06,0.9436201780415431,289,65247
NUDT-SIRST,000087,655,655,0,1.0,2.6466857434570557e-06,0.9523099850968704,289,65247
NUDT-SIRST,000975,654,654,0,1.0,1.5502677342738025e-05,0.871244635193133,578,64958
NUDT-SIRST,000877,655,655,0,1.0,4.362703293736558e-06,0.8714285714285714,518,65018
NUDT-SIRST,000942,655,655,0,1.0,1.074554802471539e-05,0.7774762550881954,572,64964
NUDT-SIRST,000998,654,654,0,1.0,8.785219506535213e-06,0.8820143884892087,600,64936
NUDT-SIRST,000356,655,655,0,1.0,2.0016698272229405e-06,1.0,285,65251
NUDT-SIRST,000697,654,654,0,1.0,2.1417026800918393e-05,0.9235294117647059,760,64776
NUDT-SIRST,000403,655,655,0,1.0,6.0804600252595264e-06,0.9908814589665653,335,65201
NUDT-SIRST,000208,655,655,0,1.0,6.268410743359709e-06,0.8876080691642652,409,65127
NUDT-SIRST,000514,654,654,0,1.0,0.06060697138309479,0.6987012987012987,625,64911
NUDT-SIRST,000401,655,655,0,1.0,3.1532783850707347e-06,0.9552238805970149,571,64965
NUDT-SIRST,000248,654,654,0,1.0,5.252229584584711e-06,0.9320531757754801,585,64951
NUDT-SIRST,000758,655,655,0,1.0,1.0771314009616617e-05,0.9068413391557496,642,64894
NUDT-SIRST,001192,655,655,0,1.0,4.1340635448250396e-07,0.975867269984917,289,65247
NUDT-SIRST,001282,655,655,0,1.0,0.0007176159997470677,0.9321533923303835,383,65153
NUDT-SIRST,000876,654,654,0,1.0,3.840438239421928e-06,0.8319327731092437,598,64938
NUDT-SIRST,000764,655,655,0,1.0,7.888887921581045e-06,0.9610778443113772,545,64991
NUDT-SIRST,000445,654,654,0,1.0,5.3873477554589044e-06,0.9094890510948905,587,64949
NUDT-SIRST,000865,655,655,0,1.0,5.334864908945747e-06,0.9378698224852071,289,65247
NUDT-SIRST,000564,654,654,0,1.0,0.00027715181931853294,0.8141470180305131,715,64821
NUDT-SIRST,000149,654,654,0,1.0,1.421848628524458e-05,0.8500707213578501,698,64838
NUDT-SIRST,000584,654,654,0,1.0,2.590424810477998e-05,0.8956521739130435,572,64964
NUDT-SIRST,001019,654,654,0,1.0,6.748550367774442e-05,0.7893296853625171,452,65084
NUDT-SIRST,001017,654,654,0,1.0,2.0071660401299596e-05,0.8526912181303116,716,64820
NUDT-SIRST,000308,654,654,0,1.0,7.904586709628347e-06,0.871244635193133,715,64821
NUDT-SIRST,001318,654,654,0,1.0,0.0004039598279632628,0.9698795180722891,475,65061
NUDT-SIRST,000018,655,655,0,1.0,3.100703622749279e-07,0.9640179910044977,289,65247
NUDT-SIRST,000056,655,655,0,1.0,1.2880714166385587e-06,0.9728915662650602,289,65247
NUDT-SIRST,000232,654,654,0,1.0,3.163629571645288e-06,0.9610194902548725,537,64999
NUDT-SIRST,000777,655,655,0,1.0,1.6185732647500117e-06,0.8794835007173601,644,64892
NUDT-SIRST,000328,655,655,0,1.0,2.0265320017642807e-06,0.9969512195121951,285,65251
NUDT-SIRST,001217,655,655,0,1.0,7.501888035221782e-07,0.8296089385474861,578,64958
NUDT-SIRST,001219,655,655,0,1.0,6.940745720385166e-07,0.9040697674418605,578,64958
NUDT-SIRST,000577,654,654,0,1.0,4.218500180286355e-05,0.9522388059701492,575,64961
NUDT-SIRST,000383,655,655,0,1.0,2.7783651148638455e-06,0.9878603945371776,285,65251
NUDT-SIRST,001276,654,654,0,1.0,4.635503955796594e-06,0.9435364041604755,569,64967
NUDT-SIRST,000929,654,654,0,1.0,2.0801455320906825e-05,0.8396624472573839,611,64925
NUDT-SIRST,000354,655,655,0,1.0,2.485626055204193e-06,1.0,285,65251
NUDT-SIRST,000029,655,655,0,1.0,6.834934538346715e-06,0.9818456883509834,255,65281
NUDT-SIRST,001118,655,655,0,1.0,1.930194230226334e-06,0.9494047619047619,289,65247
NUDT-SIRST,000006,655,655,0,1.0,1.811232687032316e-05,0.9610778443113772,289,65247
NUDT-SIRST,000105,655,655,0,1.0,1.0631749319145456e-05,0.8958031837916064,646,64890
NUDT-SIRST,000486,654,654,0,1.0,3.1586312161380192e-06,0.8820143884892087,667,64869
NUDT-SIRST,000074,655,655,0,1.0,5.758467068517348e-06,0.9728915662650602,255,65281
NUDT-SIRST,000275,654,654,0,1.0,1.6843356206663884e-05,0.920704845814978,715,64821
NUDT-SIRST,001189,655,655,0,1.0,1.2363973382889526e-06,0.9523099850968704,289,65247
NUDT-SIRST,000612,655,655,0,1.0,2.1845246010343544e-05,0.9465081723625557,380,65156
NUDT-SIRST,000008,655,655,0,1.0,1.034061915561324e-05,0.9068413391557496,867,64669
NUDT-SIRST,001093,654,654,0,1.0,1.2621648238564376e-05,0.7675675675675676,621,64915
NUDT-SIRST,000034,655,655,0,1.0,1.0489769010746386e-05,0.9788519637462235,289,65247
NUDT-SIRST,000949,654,654,0,1.0,6.042832410457777e-06,0.7255936675461742,461,65075
NUDT-SIRST,000039,655,655,0,1.0,1.2700672414212022e-05,0.9581464872944694,238,65298
NUDT-SIRST,001138,655,655,0,1.0,7.410127409457345e-07,0.8985507246376812,578,64958
NUDT-SIRST,000677,654,654,0,1.0,6.703127382934326e-06,0.871244635193133,698,64838
NUDT-SIRST,001198,655,655,0,1.0,5.447220246423967e-06,0.8876080691642652,867,64669
NUDT-SIRST,000696,654,654,0,1.0,9.054745532921515e-06,0.8632478632478633,760,64776
NUDT-SIRST,001230,655,655,0,1.0,5.81297854296281e-07,0.8398876404494382,860,64676
NUDT-SIRST,000590,654,654,0,1.0,2.2434242055169307e-05,0.8901734104046243,667,64869
NUDT-SIRST,001243,655,655,0,1.0,2.1068944988655858e-06,0.9407407407407408,357,65179
NUDT-SIRST,000323,654,654,0,1.0,4.916711077385116e-06,0.8293706293706293,1048,64488
NUDT-SIRST,001032,654,654,0,1.0,3.891898359142942e-06,0.7917808219178082,774,64762
NUDT-SIRST,000488,654,654,0,1.0,1.0148963156098034e-05,0.9406528189910979,504,65032
NUDT-SIRST,000413,655,655,0,1.0,3.7097735912539065e-05,0.975867269984917,671,64865
NUDT-SIRST,000700,654,654,0,1.0,2.0024094737891573e-07,0.8793103448275862,720,64816
NUDT-SIRST,000854,655,655,0,1.0,3.2166972232516855e-06,0.9321533923303835,358,65178
NUDT-SIRST,000217,654,654,0,1.0,6.459206929321226e-07,0.7991746905089409,806,64730
NUDT-SIRST,000101,655,655,0,1.0,7.162112888181582e-05,0.9040697674418605,646,64890
NUDT-SIRST,000518,654,654,0,1.0,1.7802827642299235e-05,0.8242677824267782,1201,64335
NUDT-SIRST,000578,654,654,0,1.0,0.0002890428004320711,0.9150805270863837,667,64869
NUDT-SIRST,000950,654,654,0,1.0,5.7994860981125385e-05,0.8874458874458875,587,64949
NUDT-SIRST,000031,655,655,0,1.0,4.024390818813117e-06,0.9208211143695014,578,64958
NUDT-SIRST,000888,654,654,0,1.0,2.616420033518807e-06,0.8293706293706293,579,64957
NUDT-SIRST,000256,654,654,0,1.0,3.0342732770805014e-06,0.9235294117647059,1129,64407
NUDT-SIRST,000419,655,655,0,1.0,4.1411899474042e-06,0.8296089385474861,608,64928
NUDT-SIRST,000035,655,655,0,1.0,7.359391929639969e-06,0.975867269984917,289,65247
NUDT-SIRST,000872,654,654,0,1.0,6.272845894272905e-06,0.8685714285714285,698,64838
NUDT-SIRST,001147,655,655,0,1.0,7.53247661577916e-07,0.9878603945371776,289,65247
NUDT-SIRST,001033,655,655,0,1.0,1.4511800145555753e-05,0.882183908045977,553,64983
NUDT-SIRST,000991,654,654,0,1.0,1.3355255759961437e-05,0.871244635193133,612,64924
NUDT-SIRST,001113,655,655,0,1.0,1.886702079900715e-06,0.9378698224852071,289,65247
NUDT-SIRST,000884,655,655,0,1.0,1.0615954124659766e-05,0.8607954545454546,553,64983
NUDT-SIRST,001292,655,655,0,1.0,1.7108686733990908e-06,0.9068413391557496,334,65202
NUDT-SIRST,000235,654,654,0,1.0,1.8588904140415252e-06,0.9011627906976745,667,64869
NUDT-SIRST,000185,654,654,0,1.0,6.443338406825205e-06,0.8984034833091437,766,64770
NUDT-SIRST,000404,655,655,0,1.0,1.380734465783462e-05,0.8767908309455588,662,64874
NUDT-SIRST,001071,654,654,0,1.0,1.2926512681588065e-05,0.8579545454545454,612,64924
NUDT-SIRST,000340,655,655,0,1.0,2.595465957710985e-06,1.0,285,65251
NUDT-SIRST,000387,655,655,0,1.0,4.298659405321814e-06,0.9878603945371776,253,65283
NUDT-SIRST,000990,654,654,0,1.0,1.1043695849366486e-05,0.871244635193133,612,64924
NUDT-SIRST,000254,654,654,0,1.0,4.53330903837923e-06,0.8345021037868162,1213,64323
NUDT-SIRST,000953,654,654,0,1.0,4.003226786153391e-05,0.8191933240611962,768,64768
NUDT-SIRST,000770,655,655,0,1.0,2.470364506734768e-06,0.9208211143695014,321,65215
NUDT-SIRST,000241,654,654,0,1.0,8.56576025398681e-06,0.8874458874458875,1146,64390
NUDT-SIRST,000559,654,654,0,1.0,4.794558208232047e-06,0.963963963963964,484,65052
NUDT-SIRST,000357,655,655,0,1.0,1.93864366337948e-06,0.9878603945371776,285,65251
NUDT-SIRST,000905,654,654,0,1.0,1.1625532351899892e-05,0.8370786516853933,692,64844
NUDT-SIRST,000068,655,655,0,1.0,4.943519797961926e-07,0.9013062409288825,578,64958
NUDT-SIRST,000097,655,655,0,1.0,6.2565736698161345e-06,0.8848920863309353,660,64876
NUDT-SIRST,000108,655,655,0,1.0,9.781200787983835e-06,0.9669669669669669,324,65212
NUDT-SIRST,000618,655,655,0,1.0,2.908815076807514e-05,0.9581464872944694,367,65169
NUDT-SIRST,000982,654,654,0,1.0,4.608165909303352e-05,0.847457627118644,768,64768
NUDT-SIRST,000743,654,654,0,1.0,5.667351615556981e-06,0.9039301310043668,836,64700
NUDT-SIRST,000279,654,654,0,1.0,2.5715587526065065e-06,0.9178885630498533,576,64960
NUDT-SIRST,000824,654,654,0,1.0,1.15406623990566e-06,0.8191933240611962,710,64826
NUDT-SIRST,001058,654,654,0,1.0,1.1829603863589e-05,0.8579545454545454,627,64909
NUDT-SIRST,000681,654,654,0,1.0,1.0962589840346482e-05,0.9011627906976745,663,64873
NUDT-SIRST,001196,655,655,0,1.0,3.406803898542421e-06,0.9523099850968704,289,65247
NUDT-SIRST,001275,654,654,0,1.0,7.546332653873833e-06,0.9758308157099698,535,65001
NUDT-SIRST,000760,655,655,0,1.0,2.4001647034310736e-06,0.9350073855243722,568,64968
NUDT-SIRST,000089,655,655,0,1.0,4.5437432163453195e-06,0.8321678321678322,578,64958
NUDT-SIRST,000054,655,655,0,1.0,2.051916908385465e-06,0.8528995756718529,867,64669
NUDT-SIRST,000624,655,655,0,1.0,2.8419788122846512e-06,0.9096209912536443,660,64876
NUDT-SIRST,000987,655,655,0,1.0,1.9723969671758823e-05,0.8958031837916064,520,65016
NUDT-SIRST,001179,655,655,0,1.0,1.3166974213163485e-06,0.9581464872944694,289,65247
NUDT-SIRST,000338,655,655,0,1.0,1.4147740330372471e-06,0.9969512195121951,285,65251
NUDT-SIRST,000206,654,654,0,1.0,7.520366580138216e-06,0.8901734104046243,788,64748
NUDT-SIRST,000177,654,654,0,1.0,4.276929757907055e-06,0.8901734104046243,764,64772
NUDT-SIRST,000565,654,654,0,1.0,0.0032455334439873695,0.9435364041604755,612,64924
NUDT-SIRST,001134,655,655,0,1.0,4.1202014244845486e-07,0.9236417033773862,221,65315
NUDT-SIRST,000130,654,654,0,1.0,1.0855250138774863e-06,0.8116343490304709,724,64812
NUDT-SIRST,000952,654,654,0,1.0,2.8343143640086055e-05,0.7393617021276596,587,64949
NUDT-SIRST,001082,654,654,0,1.0,1.10133851194405e-05,0.7917808219178082,668,64868
NUDT-SIRST,000136,654,654,0,1.0,7.553049272246426e-06,0.8929088277858177,710,64826
NUDT-SIRST,000551,654,654,0,1.0,0.0017168199410662055,0.9580838323353293,536,65000
NUDT-SIRST,000288,654,654,0,1.0,2.3049167339195265e-06,0.9067055393586005,576,64960
NUDT-SIRST,000619,655,655,0,1.0,1.3084625152259832e-06,0.9407407407407408,322,65214
NUDT-SIRST,000852,654,654,0,1.0,9.650231049818103e-07,0.8500707213578501,770,64766
NUDT-SIRST,001165,655,655,0,1.0,4.6396743869081547e-07,0.9293078055964654,289,65247
NUDT-SIRST,000321,654,654,0,1.0,7.573573839181336e-06,0.8500707213578501,1117,64419
NUDT-SIRST,001231,655,655,0,1.0,5.744192321799346e-07,0.91800878477306,289,65247
NUDT-SIRST,000501,654,654,0,1.0,3.932887193514034e-05,0.8579545454545454,1109,64427
NUDT-SIRST,000393,655,655,0,1.0,2.658245193742914e-06,0.9939117199391172,285,65251
NUDT-SIRST,000372,655,655,0,1.0,3.5664230381371453e-05,0.9848484848484849,570,64966
NUDT-SIRST,000512,654,654,0,1.0,4.36900882050395e-05,0.8066298342541437,1238,64298
NUDT-SIRST,000424,653,653,0,1.0,1.3294207747094333e-05,0.7252311756935271,1284,64252
NUDT-SIRST,001211,655,655,0,1.0,2.563739599281689e-06,0.9494047619047619,289,65247
NUDT-SIRST,000977,654,654,0,1.0,6.55838375678286e-05,0.8685714285714285,611,64925
NUDT-SIRST,000580,654,654,0,1.0,2.7921849323320203e-05,0.9464285714285714,569,64967
NUDT-SIRST,000626,655,655,0,1.0,1.680833156569861e-05,0.9378698224852071,660,64876
NUDT-SIRST,000218,654,654,0,1.0,1.5300959148589754e-06,0.7675675675675676,822,64714
NUDT-SIRST,000451,654,654,0,1.0,4.694891231338261e-06,0.7771739130434783,1034,64502
NUDT-SIRST,000566,654,654,0,1.0,9.798970495467074e-06,0.9610194902548725,536,65000
NUDT-SIRST,000165,654,654,0,1.0,1.3697066378881573e-06,0.7967032967032966,730,64806
NUDT-SIRST,000964,654,654,0,1.0,2.9278076908667572e-05,0.8739255014326648,642,64894
NUDT-SIRST,000407,655,655,0,1.0,5.973970928607741e-06,0.9523099850968704,584,64952
NUDT-SIRST,000517,654,654,0,1.0,0.0012586871162056923,0.9178885630498533,569,64967
NUDT-SIRST,000572,654,654,0,1.0,1.7099322576541454e-05,0.9698795180722891,535,65001
NUDT-SIRST,001027,654,654,0,1.0,1.0907816431426909e-05,0.871244635193133,600,64936
NUDT-SIRST,001106,655,655,0,1.0,1.086321503862564e-06,0.9699248120300752,289,65247
NUDT-SIRST,000662,654,654,0,1.0,2.568814579717582e-06,0.847457627118644,696,64840
NUDT-SIRST,000102,655,655,0,1.0,6.21150029473938e-05,0.9465081723625557,323,65213
NUDT-SIRST,000776,655,655,0,1.0,9.672090754975216e-07,0.8903318903318903,658,64878
NUDT-SIRST,000160,654,654,0,1.0,1.6848306358951959e-06,0.8526912181303116,770,64766
NUDT-SIRST,000072,655,655,0,1.0,3.6084668408875586e-06,0.9581464872944694,289,65247
NUDT-SIRST,001062,654,654,0,1.0,1.064593561750371e-05,0.871244635193133,642,64894
NUDT-SIRST,000899,654,654,0,1.0,1.5331670510931872e-05,0.8685714285714285,630,64906
NUDT-SIRST,001091,654,654,0,1.0,0.00010112757445313036,0.8685714285714285,702,64834
NUDT-SIRST,000024,655,655,0,1.0,4.45433443019283e-06,0.9208211143695014,289,65247
NUDT-SIRST,000304,654,654,0,1.0,6.026552910043392e-06,0.9039301310043668,572,64964
NUDT-SIRST,000753,655,655,0,1.0,3.848967480735155e-06,0.9848484848484849,321,65215
NUDT-SIRST,000594,654,654,0,1.0,0.002592089818790555,0.9522388059701492,572,64964
NUDT-SIRST,000769,655,655,0,1.0,1.368765879306011e-06,0.9378698224852071,321,65215
NUDT-SIRST,000464,654,654,0,1.0,0.00010574461339274421,0.9122807017543859,553,64983
