image_id,neg_pixels,target_leakage_neg_pixels,far_bg_valid_ratio,evidence_prob_on_neg_mean,evidence_prob_on_target_mean,evidence_prob_on_easy_bg_mean,selected_k
001297,512,0,0.9929351806640625,0.0018992465920746326,0.9507970809936523,5.089108867650793e-07,512
001039,512,0,0.9940185546875,2.944133939308813e-06,0.9260709881782532,9.89332136214216e-08,512
000066,512,0,0.99761962890625,1.5383270692836959e-06,0.9912757873535156,1.796522752783858e-08,512
000002,512,0,0.9974212646484375,2.8873191695311107e-06,0.9993577599525452,2.6506805639314734e-08,512
000843,512,0,0.993438720703125,2.149116880900692e-06,0.8477380871772766,5.0043585275716396e-08,512
000659,512,0,0.99346923828125,3.4416275411786046e-06,0.7922167181968689,2.2884693251512545e-08,512
000298,512,0,0.9876556396484375,1.8681055280467262e-06,0.9980205297470093,2.8787464856350198e-08,512
000227,512,0,0.991455078125,1.5064265426190104e-06,0.3922576904296875,2.128798470835136e-08,512
000951,512,0,0.993316650390625,2.899280298152007e-05,0.9763367772102356,1.671740079700612e-07,512
000299,512,0,0.99322509765625,5.021518518333323e-06,0.9872429370880127,6.040909994453614e-08,512
000937,512,0,0.9933319091796875,4.643369175028056e-05,0.8894567489624023,9.221816554827456e-08,512
000547,512,0,0.9950714111328125,6.380299055308569e-06,0.9963127970695496,6.635833926793566e-08,512
000948,512,0,0.9937744140625,6.337562808766961e-05,0.982624351978302,1.282298001115123e-07,512
000859,512,0,0.992828369140625,5.486169811774744e-06,0.8290216326713562,5.708431771722644e-08,512
000058,512,0,0.9974212646484375,1.4607264802179998e-06,0.9994702935218811,2.0063548600290915e-09,512
000422,512,0,0.9970703125,9.168352335109375e-06,0.9971520900726318,6.724926748802318e-08,512
001140,512,0,0.9974212646484375,8.034641041376744e-07,0.9965644478797913,3.853960350852503e-08,512
000873,512,0,0.99200439453125,1.2777405572705902e-05,0.979128897190094,1.3299255385845754e-07,512
001249,512,0,0.9937744140625,0.001107083517126739,0.9981672763824463,3.059184621179156e-07,512
000822,512,0,0.99346923828125,9.242683063348522e-07,0.7652403116226196,6.911137262477496e-08,512
000745,512,0,0.99163818359375,3.3805533803388244e-06,0.8256320953369141,3.0124532202080445e-08,512
000609,512,0,0.99658203125,3.25677428918425e-05,0.8569605946540833,9.796428201980234e-08,512
000881,512,0,0.99169921875,1.0216166629106738e-05,0.9620200991630554,1.4991938712682895e-07,512
001271,512,0,0.9929351806640625,0.00011996734247077256,0.9546695947647095,3.5681591725733597e-07,512
000851,512,0,0.992645263671875,8.269048521469813e-07,0.8672736883163452,3.22714512890343e-08,512
000848,512,0,0.99310302734375,1.0851956631086068e-06,0.8595655560493469,6.316206224710186e-08,512
001016,512,0,0.99169921875,5.7794051826931536e-05,0.8907917141914368,2.1257727667034487e-07,512
001100,512,0,0.991790771484375,1.4647071111539844e-05,0.9000693559646606,1.3065125870070915e-07,512
000004,512,0,0.9974212646484375,3.3813594200182706e-06,0.9994435906410217,2.56630805495206e-08,512
001208,512,0,0.9974212646484375,3.7802664110131445e-07,0.9998748302459717,3.351110056115658e-09,512
000099,512,0,0.994049072265625,1.8951026504510082e-05,0.4339984059333801,6.279391584484983e-08,512
000073,512,0,0.9974212646484375,9.628047337173484e-06,0.9994423985481262,6.346166969706246e-08,512
000049,512,0,0.9974212646484375,5.748423518525669e-06,0.9993175864219666,2.7832157911689137e-08,512
000158,512,0,0.992950439453125,2.8868582830909872e-06,0.8290947675704956,1.9669807116429183e-08,512
001279,512,0,0.9953155517578125,3.1006609788164496e-05,0.9991694688796997,1.401951692514558e-07,512
000063,512,0,0.9974212646484375,1.365370962957968e-06,0.9998735785484314,3.189494535149606e-08,512
001181,512,0,0.9974212646484375,5.0328767429164145e-06,0.9996522068977356,1.5321736768214578e-08,512
000515,512,0,0.9877166748046875,0.0002665783977136016,0.747003972530365,5.420057505034492e-07,512
001054,512,0,0.9925537109375,6.658838537987322e-05,0.9592202305793762,1.4001831516452512e-07,512
000844,512,0,0.99359130859375,7.733992788416799e-07,0.7164655923843384,4.31753726104489e-08,512
001177,512,0,0.9922637939453125,2.0267585568944924e-05,0.9995260834693909,6.780947359175116e-08,512
000934,512,0,0.9940338134765625,2.1119632947375067e-05,0.920207142829895,8.805944418099898e-08,512
000663,512,0,0.993621826171875,1.549849912407808e-05,0.7826271653175354,5.920027845718323e-08,512
000841,512,0,0.993438720703125,2.975072447952698e-06,0.8972606658935547,3.953520888444473e-08,512
000205,512,0,0.9928741455078125,4.950609763909597e-06,0.8540652394294739,4.177620382961322e-08,512
000911,512,0,0.9938812255859375,3.732729055627715e-06,0.932673990726471,4.5003734072679435e-08,512
000211,512,0,0.9921875,1.086573138309177e-05,0.8879631757736206,8.209937618630647e-08,512
000267,512,0,0.9875030517578125,5.010812401451403e-06,0.9944514632225037,3.2525068860422834e-08,512
000379,512,0,0.9974822998046875,2.2593233097722987e-06,0.9995519518852234,2.7736254182286757e-08,512
000168,512,0,0.9931793212890625,3.448910774750402e-06,0.8892186880111694,5.662795388161612e-08,512
000301,512,0,0.9940338134765625,4.956055818183813e-06,0.9309616088867188,4.74321275589773e-08,512
001061,512,0,0.993133544921875,2.082781975332182e-05,0.9295209050178528,1.4821821991972683e-07,512
001299,512,0,0.9934539794921875,0.00020242459140717983,0.9404675960540771,1.8399026657789364e-07,512
000818,512,0,0.996673583984375,1.4012865676704678e-06,0.8764275908470154,8.844793342177582e-08,512
001070,512,0,0.9935150146484375,8.626835551694967e-06,0.9605303406715393,8.360482439684347e-08,512
001305,512,0,0.9963836669921875,2.541770754760364e-06,0.8658015131950378,1.7313102063098995e-08,512
001095,512,0,0.9940948486328125,3.136859277219628e-06,0.9889774918556213,9.648602627976288e-08,512
000695,512,0,0.9962921142578125,0.006256688851863146,0.7458797097206116,1.93762176081691e-07,512
000375,512,0,0.994964599609375,4.335481207817793e-06,0.9994693994522095,3.195300379843502e-08,512
000061,512,0,0.98968505859375,4.315337719162926e-06,0.9997501373291016,1.609349098430357e-08,512
000669,512,0,0.992828369140625,4.654409167414997e-06,0.9215248823165894,3.205427034913555e-08,512
000325,512,0,0.9924468994140625,2.03913577934145e-06,0.9995468258857727,1.6073494535362443e-08,512
000864,512,0,0.9932098388671875,2.5729365006554872e-05,0.7496872544288635,1.7783598593723582e-07,512
000174,512,0,0.9931640625,4.646163870347664e-05,0.8751387000083923,2.3562928674891737e-07,512
000347,512,0,0.9974822998046875,2.9227057893876918e-06,0.9998146295547485,2.3716815178431716e-08,512
000748,512,0,0.9925384521484375,8.168995918822475e-06,0.8988232016563416,6.850410727565759e-08,512
000946,512,0,0.9923248291015625,3.5341632610652596e-05,0.9540037512779236,2.918832251452841e-07,512
001274,512,0,0.9940643310546875,4.509187419898808e-05,0.9886086583137512,1.808237897193976e-07,512
001059,512,0,0.9939727783203125,4.2107742046937346e-05,0.9400990009307861,8.783270288859057e-08,512
000253,512,0,0.99407958984375,7.352982265729224e-06,0.9844921231269836,4.369746875454439e-08,512
000679,512,0,0.99359130859375,0.01494370773434639,0.6614973545074463,6.028538024338559e-08,512
001041,512,0,0.99346923828125,1.6774363757576793e-05,0.9061713218688965,6.487785952913327e-08,512
000999,512,0,0.9927825927734375,3.337983798701316e-05,0.9699152112007141,1.603051629217589e-07,512
000794,512,0,0.9970245361328125,3.725436044987873e-06,0.7929173707962036,2.4906519513478997e-08,512
000576,512,0,0.9945220947265625,0.0020817341282963753,0.9585649967193604,2.760644406407664e-07,512
001094,512,0,0.9929046630859375,2.210942329838872e-05,0.9405345916748047,1.4370472456448624e-07,512
000635,512,0,0.994049072265625,8.109916961984709e-06,0.7546976208686829,6.857566603457599e-08,512
000825,512,0,0.9966583251953125,1.2236441762070172e-06,0.7888569831848145,4.0491087816008076e-08,512
000013,512,0,0.994842529296875,1.7549637050251476e-05,0.4987450838088989,7.606864471654262e-08,512
000627,512,0,0.993896484375,5.778601916972548e-06,0.9100083708763123,3.828746386602688e-08,512
000487,512,0,0.99359130859375,6.8802660280198324e-06,0.9506798386573792,1.690118978103783e-08,512
001201,512,0,0.9974212646484375,4.32052092946833e-06,0.9997298717498779,1.917581471388985e-08,512
000457,512,0,0.9878082275390625,1.9302246073493734e-05,0.9407272934913635,6.772190630499608e-08,512
000916,512,0,0.9929046630859375,1.1317861208226532e-05,0.939613938331604,4.970364031464669e-08,512
000030,512,0,0.9974212646484375,5.215422788751312e-06,0.9998129606246948,1.8669586765440727e-08,512
000109,512,0,0.993865966796875,7.540156275354093e-06,0.984886646270752,3.286540461999721e-08,512
000693,512,0,0.9964447021484375,6.961455255805049e-06,0.8496552109718323,4.591436564282958e-08,512
000183,512,0,0.9925079345703125,4.017264927824726e-06,0.7822092175483704,4.54949642403335e-08,512
000467,512,0,0.9888916015625,3.6876435842714272e-06,0.9660876989364624,3.277017412983696e-08,512
001164,512,0,0.9978179931640625,1.5080220236995956e-06,0.9982473850250244,1.780480651802918e-08,512
001258,512,0,0.9945220947265625,0.00015120093303266913,0.9472151398658752,1.1312390313378273e-07,512
000970,512,0,0.99346923828125,2.7840345865115523e-05,0.8980312943458557,9.092455144354972e-08,512
000263,512,0,0.9937744140625,1.0933254088740796e-06,0.9965401887893677,2.679441202246835e-08,512
000858,512,0,0.9930572509765625,5.588016392721329e-06,0.7603225111961365,7.617025232775632e-08,512
000668,512,0,0.99359130859375,9.073926776181906e-06,0.7789166569709778,4.484274995775195e-08,512
000526,512,0,0.9959869384765625,2.1577499865088612e-05,0.9985418319702148,9.043296955724145e-08,512
000736,512,0,0.9921875,3.2543748602620326e-06,0.8880775570869446,7.795529910481491e-08,512
001146,512,0,0.9974212646484375,6.425802894227672e-07,0.9995536804199219,6.578289912795299e-09,512
000247,512,0,0.9922637939453125,1.1714721040334553e-05,0.977710485458374,6.646303063462256e-08,512
000367,512,0,0.9974822998046875,2.6047516712424112e-06,0.9998833537101746,1.9914248028385373e-08,512
000050,512,0,0.9974212646484375,1.3451129234454129e-05,0.9995613098144531,4.723759161606722e-08,512
000773,512,0,0.994110107421875,2.24676341531449e-06,0.9416465759277344,1.9749171187299908e-08,512
000318,512,0,0.9944915771484375,3.336271902298904e-06,0.982884407043457,4.449454849009271e-08,512
001163,512,0,0.9974212646484375,2.0184060645078716e-07,0.9993836879730225,1.821742312557717e-09,512
001159,512,0,0.9974212646484375,4.987934971723007e-07,0.9998192191123962,7.4274031369725435e-09,512
001306,512,0,0.996917724609375,3.9267761167138815e-06,0.9969422817230225,3.101211376588253e-08,512
001310,512,0,0.9966888427734375,2.0768147805938497e-06,0.8869264125823975,1.508587565979269e-08,512
000571,512,0,0.9929351806640625,5.2070030506001785e-05,0.9567448496818542,3.8295187465564595e-08,512
001031,512,0,0.9927825927734375,2.8316910629655467e-06,0.9810729622840881,1.487453289428231e-07,512
000461,512,0,0.9944915771484375,2.040798426605761e-05,0.9809710383415222,6.888011938599448e-08,512
000652,512,0,0.99365234375,6.146160103526199e-06,0.8673382997512817,4.134732023430843e-08,512
000444,512,0,0.98651123046875,9.643435987527482e-06,0.9515596032142639,3.849307361747378e-08,512
001194,512,0,0.9974212646484375,3.044083598524594e-07,0.9997897744178772,5.897423882572639e-09,512
001156,512,0,0.998016357421875,6.565253443113761e-07,0.9992170333862305,7.989917172324112e-09,512
000014,512,0,0.9974212646484375,8.578675760873011e-07,0.9939724802970886,3.943609439005513e-09,512
000250,512,0,0.9923248291015625,4.754434485221282e-06,0.9616653919219971,5.464670138621841e-08,512
000134,512,0,0.994537353515625,4.862496098212432e-06,0.7632527351379395,4.3845574282386224e-08,512
001301,512,0,0.99359130859375,0.00035523303085938096,0.9993237853050232,6.400777010640013e-07,512
000768,512,0,0.994873046875,1.936293529070099e-06,0.7568495273590088,6.338081703916032e-08,512
000823,512,0,0.99346923828125,1.2852108284278074e-06,0.7963350415229797,1.0248118087474722e-07,512
000040,512,0,0.9974212646484375,5.36292191100074e-06,0.9998254776000977,6.317379330766926e-08,512
000891,512,0,0.99371337890625,1.0548084901529364e-05,0.9904347062110901,8.733508138902835e-08,512
000561,512,0,0.9937744140625,1.7250413293368183e-05,0.9960190057754517,8.75656525067825e-08,512
001200,512,0,0.9974212646484375,2.861872417270206e-06,0.9995908737182617,2.3713017327509078e-08,512
001233,512,0,0.9974212646484375,4.509022801357787e-06,0.9996762871742249,2.8939799889826645e-08,512
000119,512,0,0.9935302734375,4.927923146169633e-05,0.842812716960907,5.127183158037951e-07,512
001324,512,0,0.9953460693359375,1.434591831639409e-05,0.9569576978683472,6.722904544176345e-08,512
000793,512,0,0.998016357421875,3.237172450099024e-06,0.7965644001960754,5.57607897633261e-08,512
000293,512,0,0.9929351806640625,8.419975529250223e-06,0.9275190234184265,7.64497016803034e-08,512
000143,512,0,0.993438720703125,3.7287425129761687e-06,0.8655832409858704,2.5817145754558624e-08,512
001011,512,0,0.9925689697265625,3.877740709867794e-06,0.964889407157898,1.3047903735241562e-07,512
000834,512,0,0.992828369140625,1.6831436369102448e-05,0.8881503939628601,1.4419627270001456e-08,512
000095,512,0,0.997039794921875,9.542192856315523e-06,0.9064416289329529,6.18875048985501e-08,512
000017,512,0,0.9974212646484375,8.120445045278757e-07,0.9915825724601746,3.540383097799804e-09,512
001116,512,0,0.994842529296875,1.9151073047396494e-06,0.9995604753494263,3.256714364852087e-08,512
000653,512,0,0.99365234375,8.971875104180072e-06,0.8787195682525635,4.6146769960841993e-08,512
000755,512,0,0.99395751953125,5.58260489924578e-06,0.6599183678627014,8.077570612385898e-08,512
000705,512,0,0.992828369140625,4.038856332044816e-06,0.8524273037910461,7.934576018442385e-08,512
000723,512,0,0.99273681640625,1.0364284435127047e-06,0.8927664160728455,5.4407376381959693e-08,512
000738,512,0,0.99200439453125,2.7103447791887447e-05,0.8902618885040283,2.3583613995015185e-07,512
001266,512,0,0.9937744140625,0.00011303045903332531,0.9992859363555908,5.729042413804564e-07,512
000364,512,0,0.9924468994140625,2.4806640794849955e-06,0.9996811747550964,2.2380765685170445e-08,512
000791,512,0,0.994049072265625,1.3766191386821447e-06,0.824199914932251,1.2531235427104548e-07,512
000048,512,0,0.98968505859375,1.3628747410621145e-06,0.9991616010665894,3.0618007684779514e-08,512
000228,512,0,0.991729736328125,6.582497917406727e-06,0.8045696020126343,3.465392595103367e-08,512
000956,512,0,0.99249267578125,5.886440249014413e-06,0.9332558512687683,9.644152498822223e-08,512
000570,512,0,0.9934539794921875,5.0404967623762786e-05,0.9141121506690979,4.2345696726897586e-08,512
000116,512,0,0.9945068359375,3.037127953575691e-06,0.8732435703277588,3.9372256566139185e-08,512
000350,512,0,0.9974822998046875,1.9190742932551075e-06,0.998175323009491,1.5057691982178767e-08,512
000276,512,0,0.9922637939453125,1.2326001524343155e-05,0.953589916229248,1.925976107486349e-07,512
001022,512,0,0.993499755859375,0.00010610147000988945,0.9745800495147705,1.8601281226438005e-07,512
000369,512,0,0.9974822998046875,3.8265729926934e-06,0.9997692108154297,3.948046156665441e-08,512
001225,512,0,0.9974212646484375,4.2090910028491635e-06,0.9987941384315491,5.488379883900052e-08,512
000129,512,0,0.9966583251953125,5.369814061850775e-06,0.7513443231582642,4.2342712447407393e-08,512
000947,512,0,0.99322509765625,9.336565199191682e-06,0.9531301856040955,1.2710917474123562e-07,512
000800,512,0,0.993865966796875,1.8148157323594205e-06,0.9401957988739014,7.594404394239973e-08,512
000154,512,0,0.9934539794921875,2.495385160727892e-06,0.834134578704834,4.726948787947549e-08,512
001168,512,0,0.9974212646484375,1.8118540765499347e-06,0.9997138977050781,3.497822254061589e-09,512
000602,512,0,0.9940185546875,5.5064723710529506e-05,0.9781663417816162,6.594487444999686e-08,512
000210,512,0,0.992340087890625,6.271943675528746e-06,0.7640440464019775,2.0030464398246295e-08,512
001284,512,0,0.994873046875,8.25245660962537e-06,0.9837227463722229,1.1698266888515718e-07,512
000534,512,0,0.9966583251953125,6.94696882419521e-06,0.9877412915229797,6.826086718092483e-08,512
000814,512,0,0.99334716796875,9.683385542302858e-07,0.9219551086425781,1.524904469363264e-08,512
000846,512,0,0.993255615234375,1.7758025023795199e-06,0.7759049534797668,4.6604011316730976e-08,512
001132,512,0,0.9974212646484375,6.005602699588053e-07,0.9942934513092041,5.579502637687028e-09,512
000257,512,0,0.9935760498046875,1.6001631593098864e-05,0.9970023036003113,6.709212385658248e-08,512
000688,512,0,0.9929351806640625,1.2853748557972722e-05,0.866686999797821,5.171325057062859e-08,512
001056,512,0,0.992431640625,1.230764428328257e-05,0.9206249117851257,1.6648594680646056e-07,512
000430,512,0,0.9889984130859375,6.946323537704302e-06,0.9916715621948242,3.385779123732391e-08,512
000900,512,0,0.9935150146484375,1.1546391760930419e-05,0.8922759890556335,6.6611704596653e-08,512
000471,512,0,0.9923248291015625,1.4402227861864958e-05,0.9886568188667297,4.719293045241102e-08,512
000833,512,0,0.996795654296875,2.0524132651189575e-06,0.8591281175613403,2.747726490781588e-08,512
000171,512,0,0.9964447021484375,3.284540798631497e-05,0.7813206315040588,1.5265983677181794e-07,512
000567,512,0,0.99407958984375,0.00014096418453846127,0.9964662790298462,1.523430910310708e-07,512
001043,512,0,0.993133544921875,7.715129868302029e-06,0.9504861831665039,1.1663106391779365e-07,512
000798,512,0,0.994049072265625,1.1570904234758927e-06,0.7701015472412109,4.4428492884662774e-08,512
001085,512,0,0.9940185546875,2.9250411898829043e-05,0.9774224758148193,1.2613305955255782e-07,512
000895,512,0,0.99420166015625,4.7049893510120455e-06,0.9694006443023682,6.498405724641998e-08,512
001121,512,0,0.994842529296875,1.011468839351437e-06,0.9989659786224365,2.9463798512097128e-08,512
000979,512,0,0.9937286376953125,5.067774691269733e-05,0.9176608324050903,1.5043555379179452e-07,512
000363,512,0,0.9974822998046875,4.40880648966413e-06,0.9994428753852844,1.9978482868054925e-08,512
000311,512,0,0.9940948486328125,6.011041932652006e-06,0.9933281540870667,3.372904444631786e-08,512
000229,512,0,0.99188232421875,9.994264473789372e-06,0.8912458419799805,8.912031290719824e-08,512
000234,512,0,0.9943084716796875,1.3436532753985375e-05,0.9628719091415405,5.907825695317115e-08,512
001073,512,0,0.99169921875,1.1499809261295013e-05,0.9303147196769714,1.6831832283514814e-07,512
000716,512,0,0.99261474609375,1.9529577912180685e-05,0.8386737704277039,1.2121621750793565e-07,512
001005,512,0,0.9940185546875,2.598124183350592e-06,0.9370850920677185,9.126856781449533e-08,512
001119,512,0,0.9974212646484375,2.637753823364619e-06,0.9998170137405396,2.9550641045261727e-08,512
001327,512,0,0.9955291748046875,1.7370501154800877e-05,0.9647627472877502,7.823259551287265e-08,512
000754,512,0,0.9969024658203125,7.073820597724989e-06,0.8307503461837769,9.025211511470843e-08,512
000245,512,0,0.99359130859375,6.278345608734526e-06,0.9851506352424622,6.867863788784234e-08,512
000780,512,0,0.99688720703125,6.805483963034931e-07,0.869874119758606,4.711335321871957e-09,512
000277,512,0,0.9922637939453125,1.2725480701192282e-05,0.9791176319122314,8.374019699886048e-08,512
001052,512,0,0.9935302734375,4.091855953447521e-05,0.9796965718269348,1.12600659463169e-07,512
000856,512,0,0.996612548828125,3.074537016800605e-05,0.8174362182617188,1.710053822989721e-07,512
000871,512,0,0.992279052734375,6.698928245896241e-06,0.9530040621757507,1.9980561205557024e-07,512
000531,512,0,0.996795654296875,2.682955346244853e-05,0.959418773651123,1.43805081620485e-07,512
000472,512,0,0.9934539794921875,9.466019400861114e-05,0.9309869408607483,9.946367640623066e-08,512
000083,512,0,0.9974212646484375,1.329395445281989e-06,0.999779999256134,9.573484227587414e-09,512
000274,512,0,0.993865966796875,2.4442568246740848e-05,0.7446005344390869,1.343902340522618e-07,512
000147,512,0,0.99359130859375,4.265451934770681e-06,0.7792842984199524,5.896967536500597e-08,512
000096,512,0,0.993896484375,1.2041370609949809e-05,0.9316604733467102,4.4686164102358816e-08,512
000152,512,0,0.99359130859375,1.2632252037292346e-05,0.7472155094146729,5.19288470002266e-08,512
001158,512,0,0.9922637939453125,9.028479439621151e-07,0.9985595941543579,1.2791568693160116e-08,512
000453,512,0,0.988067626953125,5.79976913286373e-05,0.9729279279708862,9.718949911530217e-08,512
000057,512,0,0.9974212646484375,4.5180829033597547e-07,0.9993777871131897,2.820652378332511e-09,512
000411,512,0,0.99688720703125,9.520006642560475e-06,0.6127325296401978,1.0476988876462201e-07,512
000388,512,0,0.9974822998046875,3.319682264191215e-06,0.9996061325073242,1.4456706942667097e-08,512
000082,512,0,0.9974212646484375,3.993904556409689e-06,0.9997721910476685,8.396872530624933e-09,512
000655,512,0,0.99334716796875,9.075793059309945e-06,0.7537499070167542,9.488824304071386e-08,512
000962,512,0,0.993896484375,6.653755008301232e-06,0.9368166923522949,1.431550344932475e-07,512
001086,512,0,0.9937896728515625,6.311668403213844e-05,0.9493998885154724,1.235397206755806e-07,512
000539,512,0,0.9966278076171875,2.4628439859952778e-05,0.9956305623054504,1.8507836330172722e-07,512
000381,512,0,0.9974822998046875,3.5235452742199413e-06,0.9998572468757629,2.4109029439500773e-08,512
000527,512,0,0.9966888427734375,1.3571008821600117e-05,0.9333563446998596,8.348209945552298e-08,512
000309,512,0,0.9935760498046875,1.3380476957536303e-05,0.997857928276062,5.549726012077372e-08,512
000065,512,0,0.9974212646484375,5.492276613949798e-06,0.9996033906936646,2.349330330275734e-08,512
