threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.5106882168925965,0.6025542546866239,0.8256880733944955,6.416607819319246e-05,64.16607819319246,0.8389721627408994,0.5661849710982659,0.6761000862812769,19.0,0.556608643826923,7.25817455860934e-05
