image_name,ohem_mIoU,cga_mIoU,ohem_Pd,cga_Pd,ohem_Precision,cga_Precision,ohem_FA_ppm,cga_FA_ppm,ohem_FP_components,cga_FP_components,new_fp_pixels,new_fp_components,removed_fp_pixels,removed_fp_components,lost_target_pixels,boundary_excess_pixels,center_peak_prob,center_peak_hit_rate,scale_acc_on_target,local_peak_false_alarm_count,boundary_prob_mean
001020,0.8695652173913043,0.8695652173913043,1.0,1.0,0.8695652173913043,0.8695652173913043,91.552734375,91.552734375,0,0,0,0,0,0,0,0,0.41980549693107605,0.0,1.0,0,0.7290158867835999
000502,0.9076923076923077,0.9076923076923077,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.5430894494056702,1.0,1.0,0,0.7264782190322876
000492,0.8636363636363636,0.8426966292134831,1.0,1.0,0.9382716049382716,0.9259259259259259,76.2939453125,91.552734375,0,0,1,1,0,0,1,1,0.6395582556724548,1.0,0.9999999403953552,0,0.6693223714828491
001153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7267560362815857,1.0,1.0,0,0.7423455119132996
000521,0.6766917293233082,0.8074074074074075,1.0,1.0,0.9,0.9008264462809917,152.587890625,183.10546875,0,0,3,3,1,1,2,3,0.5135316848754883,0.5,0.9999999403953552,0,0.5330533385276794
000496,0.8571428571428571,0.8375,1.0,1.0,0.9041095890410958,0.8701298701298701,106.8115234375,152.587890625,0,0,3,3,0,0,0,3,0.6402804851531982,1.0,1.0,0,0.7078844308853149
000538,0.95,0.95,1.0,1.0,0.95,0.95,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.8604835271835327,1.0,1.0,0,0.7213400602340698
000009,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6106101274490356,0.6666666865348816,0.6666666865348816,0,0.5536044239997864
001294,0.98,0.98989898989899,1.0,1.0,0.98,0.98989898989899,30.517578125,15.2587890625,0,0,0,0,1,1,0,0,0.8154549598693848,1.0,1.0,0,0.7622267007827759
000542,0.9512195121951219,0.9512195121951219,1.0,1.0,0.975,0.975,15.2587890625,15.2587890625,0,0,0,0,0,0,0,0,0.29697489738464355,0.0,1.0,0,0.7774755358695984
000127,0.6818181818181818,0.6976744186046512,1.0,1.0,0.7894736842105263,0.8108108108108109,122.0703125,106.8115234375,0,0,0,0,1,1,0,0,0.5829814672470093,0.5,1.0,0,0.5260616540908813
000192,0.7796610169491526,0.7627118644067796,1.0,1.0,0.9387755102040817,0.9375,45.7763671875,45.7763671875,0,0,1,1,1,1,2,1,0.7093228101730347,1.0,0.2321428656578064,0,0.713949978351593
001237,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.6369554400444031,1.0,1.0,0,0.838019847869873
000406,0.9629629629629629,0.9259259259259259,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0.8846081495285034,1.0,0.8888888955116272,0,0.5957391858100891
001055,0.9298245614035088,0.9298245614035088,1.0,1.0,0.9636363636363636,0.9636363636363636,30.517578125,30.517578125,0,0,1,1,1,1,0,1,0.38516950607299805,0.0,0.9999999403953552,0,0.7013123035430908
001251,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.646633505821228,1.0,1.0,0,0.7652847766876221
001315,1.0,0.9508196721311475,1.0,1.0,1.0,0.9508196721311475,0.0,45.7763671875,0,0,3,2,0,0,0,3,0.7531112432479858,1.0,1.0,0,0.7361420392990112
000151,0.6530612244897959,0.64,1.0,1.0,0.7804878048780488,0.7619047619047619,137.3291015625,152.587890625,0,0,1,1,0,0,0,1,0.8283787965774536,1.0,1.0,0,0.6888220310211182
001180,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.7149510979652405,1.0,0.944444477558136,0,0.6543415188789368
001250,0.9764705882352941,0.9761904761904762,1.0,1.0,0.9764705882352941,0.9879518072289156,30.517578125,15.2587890625,0,0,0,0,1,1,1,0,0.8112958073616028,1.0,0.9999999403953552,0,0.7959729433059692
000901,0.898876404494382,0.8876404494382022,1.0,1.0,0.9523809523809523,0.9518072289156626,61.03515625,61.03515625,0,0,1,1,1,1,1,1,0.3896799087524414,0.0,1.0,0,0.6731682419776917
