image_name,evidence_mIoU,final_mIoU,evidence_Pd,final_Pd,evidence_Precision,final_Precision,evidence_FA_ppm,final_FA_ppm,evidence_FP_components,final_FP_components,residual_new_fp_pixels,residual_new_fp_components,residual_removed_fp_pixels,residual_removed_fp_components,residual_lost_target_pixels,residual_boundary_excess_pixels,delta_mean_target,delta_mean_boundary,delta_mean_far_bg,delta_positive_far_bg_ratio
001135,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4943685531616211,0.1923927515745163,0.0003140564076602459,0.5166878625267534
000113,0.5116279069767442,0.5348837209302325,1.0,1.0,0.6666666666666666,0.6764705882352942,167.8466796875,167.8466796875,0,0,0,0,0,0,0,0,0.46745115518569946,0.13885162770748138,0.001704007270745933,0.6039400907339506
000041,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4950788915157318,0.18308061361312866,0.00041021473589353263,0.5453957742037212
000575,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4961918294429779,0.13327251374721527,0.002213740022853017,0.5625666795516042
000757,0.5882352941176471,0.5882352941176471,1.0,1.0,0.7142857142857143,0.7142857142857143,61.03515625,61.03515625,0,0,0,0,0,0,0,0,0.4880821406841278,0.13398130238056183,0.001073195831850171,0.6127949756014962
000882,0.9622641509433962,0.9622641509433962,1.0,1.0,0.9622641509433962,0.9622641509433962,30.517578125,30.517578125,0,0,0,0,0,0,0,0,0.48888030648231506,0.22209039330482483,0.0005700134206563234,0.5811382113821139
000917,0.95,0.95,1.0,1.0,0.9661016949152542,0.9661016949152542,30.517578125,30.517578125,0,0,0,0,0,0,0,0,0.4885224997997284,0.20926909148693085,0.0012912519741803408,0.5052154965925423
000909,0.7592592592592593,0.7522935779816514,1.0,1.0,0.7592592592592593,0.7522935779816514,396.728515625,411.9873046875,1,1,1,1,0,0,0,0,0.48972442746162415,0.22864662110805511,0.003658115165308118,0.5964533945637334
000569,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4954346716403961,0.12441545724868774,0.0009555065771564841,0.6276149980672594
001167,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.48936960101127625,0.15607744455337524,0.00036982903839088976,0.5054934937392586
001212,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.49771153926849365,0.19120611250400543,0.00019228052406106144,0.5487409048256342
000801,0.4,0.4222222222222222,1.0,1.0,0.5806451612903226,0.59375,198.3642578125,198.3642578125,0,0,0,0,0,0,0,0,0.46734628081321716,0.15700669586658478,0.0008076470694504678,0.5686563917717979
000466,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.4875653088092804,0.13058209419250488,0.0007190510514192283,0.6170295008967778
000449,0.968,0.9603174603174603,1.0,1.0,0.968,0.9603174603174603,61.03515625,76.2939453125,0,0,1,1,0,0,0,1,0.4900963306427002,0.1700143963098526,0.00040956036536954343,0.636222278067475
000913,0.8620689655172413,0.8620689655172413,1.0,1.0,0.9259259259259259,0.9259259259259259,30.517578125,30.517578125,0,0,0,0,0,0,0,0,0.48356130719184875,0.2432193160057068,0.0055754100903868675,0.8125783438307619
000607,0.5416666666666666,0.5416666666666666,1.0,1.0,0.5909090909090909,0.5909090909090909,137.3291015625,137.3291015625,0,0,0,0,0,0,0,0,0.4812818765640259,0.1488884687423706,0.0006907071801833808,0.5903885575129854
001218,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.49403348565101624,0.18091143667697906,0.0010710377246141434,0.5839511151090294
001096,0.7638888888888888,0.7638888888888888,1.0,1.0,0.873015873015873,0.873015873015873,122.0703125,122.0703125,1,1,0,0,0,0,0,0,0.4725240468978882,0.22467420995235443,0.0025248173624277115,0.6286254631136741
