image_name,evidence_mIoU,final_mIoU,evidence_Pd,final_Pd,evidence_Precision,final_Precision,evidence_FA_ppm,final_FA_ppm,evidence_FP_components,final_FP_components,residual_new_fp_pixels,residual_new_fp_components,residual_removed_fp_pixels,residual_removed_fp_components,residual_lost_target_pixels,residual_boundary_excess_pixels,delta_mean_target,delta_mean_boundary,delta_mean_far_bg,delta_positive_far_bg_ratio
000380,0.29411764705882354,0.2631578947368421,1.0,1.0,0.29411764705882354,0.2631578947368421,183.10546875,213.623046875,2,2,2,2,0,0,0,1,0.4963850975036621,0.21930578351020813,0.00042146164923906326,0.49616218793742595
000316,0.9802631578947368,0.9738562091503268,1.0,1.0,0.9867549668874173,0.9802631578947368,30.517578125,45.7763671875,0,0,1,1,0,0,0,1,0.49551504850387573,0.16662201285362244,0.0014001310337334871,0.5892165811589185
000226,0.6419753086419753,0.6707317073170732,1.0,1.0,0.8253968253968254,0.8208955223880597,167.8466796875,183.10546875,0,0,1,1,0,0,0,1,0.4661827087402344,0.14329491555690765,0.0008241280447691679,0.4981760359180619
000915,0.9375,0.9230769230769231,1.0,1.0,0.9523809523809523,0.9375,45.7763671875,61.03515625,0,0,1,1,0,0,0,1,0.48650988936424255,0.22156861424446106,0.001719341380521655,0.6183649748159628
000523,0.703125,0.7076923076923077,1.0,1.0,0.9574468085106383,0.9387755102040817,30.517578125,45.7763671875,0,0,1,1,0,0,0,1,0.40130341053009033,0.09411238878965378,0.0009500168380327523,0.5738991763175822
000765,0.3684210526315789,0.35,1.0,1.0,0.5384615384615384,0.5,91.552734375,106.8115234375,0,0,1,1,0,0,0,1,0.47573092579841614,0.15465041995048523,0.0005067270831204951,0.5487893108384773
000215,0.55,0.5802469135802469,1.0,1.0,0.7333333333333333,0.734375,244.140625,259.3994140625,0,0,1,1,0,0,0,1,0.468628466129303,0.1377752721309662,0.0003097369335591793,0.5321579997505923
000644,0.425531914893617,0.4583333333333333,1.0,1.0,0.6060606060606061,0.6111111111111112,198.3642578125,213.623046875,0,0,1,1,0,0,0,1,0.47252964973449707,0.1325114220380783,0.001526271807961166,0.5758527408973602
000281,1.0,0.9841269841269841,1.0,1.0,1.0,0.9841269841269841,0.0,15.2587890625,0,0,1,1,0,0,0,1,0.4916220009326935,0.14779449999332428,0.0007054094457998872,0.5611205695712738
000849,0.5555555555555556,0.5357142857142857,1.0,1.0,0.7142857142857143,0.6818181818181818,91.552734375,106.8115234375,0,0,1,1,0,0,0,1,0.4656715393066406,0.13928677141666412,0.001311811269260943,0.7647167630057804
000314,0.921875,0.9076923076923077,1.0,1.0,0.9365079365079365,0.921875,61.03515625,76.2939453125,0,0,1,1,0,0,0,1,0.4909690022468567,0.16833359003067017,0.0009587947279214859,0.59651132195205
000701,0.53125,0.5692307692307692,1.0,1.0,0.68,0.6851851851851852,244.140625,259.3994140625,0,0,1,1,0,0,0,1,0.4712493121623993,0.13323503732681274,0.0011506243608891964,0.4976022918353366
000313,0.9761904761904762,0.9647058823529412,1.0,1.0,0.9879518072289156,0.9761904761904762,15.2587890625,30.517578125,0,0,1,1,0,0,0,1,0.49385231733322144,0.19517801702022552,0.0012013178784400225,0.5697282870133296
