threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.31792362634272536,0.47154109059609367,0.7441077441077442,221.0,297.0,6.137677093050374e-05,61.37677093050374,0.6360976707550354,0.38860246098851997,0.48246138089954765,3234.0,14547.0,165.0
