image_id,split,num_gt_components,ohem_miou,erd_miou,delta_miou,ohem_pd,erd_pd,delta_pd,ohem_precision,erd_precision,delta_precision,ohem_fa_ppm,erd_fa_ppm,delta_fa_ppm,ohem_fp_components,erd_fp_components,delta_fp_components,target_core_recall_ohem,target_core_recall_erd,target_core_recall_delta,target_dilate_recall_ohem,target_dilate_recall_erd,target_dilate_recall_delta,target_prob_mass_ohem,target_prob_mass_erd,target_prob_mass_delta,far_bg_prob_mass_ohem,far_bg_prob_mass_erd,far_bg_prob_mass_delta,removed_fp_pixels,removed_gt_pixels,suppression_selectivity,gate_mean_target,gate_mean_target_dilate,gate_mean_far_bg,gate_mean_high_evidence_far_bg
001289,hcval,1.0,0.0,0.6071428571428571,0.6071428571428571,0.0,1.0,1.0,0.0,0.6538461538461539,0.6538461538461539,427.24609375,137.3291015625,-289.9169921875,3.0,3.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.0,0.16393442622950818,0.16393442622950818,2.941814614132454e-08,0.1609506458044052,0.16095061638625907,0.00042001172550953925,0.00012701551895588636,-0.0002929962065536529,26,0,1.0,0.9994879364967346,0.9928624033927917,0.6467689275741577,0.2548863887786865
000906,hcval,1.0,0.6890756302521008,0.6148148148148148,-0.07426081543728602,1.0,1.0,0.0,0.7130434782608696,0.6287878787878788,-0.08425559947299077,503.5400390625,747.6806640625,244.140625,2.0,3.0,1.0,0.9534883720930233,0.9651162790697675,0.011627906976744207,0.2557471264367816,0.27873563218390807,0.022988505747126464,0.25716298818588257,0.2782761752605438,0.021113187074661255,0.00040869793156161904,0.0005352996522560716,0.00012660172069445252,0,1,0.0,0.9999745488166809,0.9994030594825745,0.473116397857666,0.9983381032943726
000967,hcval,1.0,0.7,0.8333333333333334,0.13333333333333341,1.0,1.0,0.0,0.7623762376237624,0.8888888888888888,0.12651265126512645,366.2109375,152.587890625,-213.623046875,1.0,0.0,-1.0,0.8953488372093024,0.9302325581395349,0.03488372093023251,0.23563218390804597,0.25862068965517243,0.022988505747126464,0.24136246740818024,0.2617012560367584,0.020338788628578186,0.000321432133205235,5.4153180826688185e-05,-0.0002672789523785468,19,0,1.0,0.9992426633834839,0.9996717572212219,0.45266008377075195,0.7264771461486816
001255,hcval,1.0,0.9078947368421053,0.8148148148148148,-0.09307992202729054,1.0,1.0,0.0,0.9452054794520548,0.88,-0.0652054794520548,61.03515625,137.3291015625,76.2939453125,0.0,0.0,0.0,0.9583333333333334,0.9166666666666666,-0.04166666666666674,0.256140350877193,0.2631578947368421,0.007017543859649089,0.25697681307792664,0.26638445258140564,0.009407639503479004,4.007984898635186e-06,5.021307458719093e-08,-3.957771824047995e-06,0,4,0.0,0.9999945163726807,0.9994686841964722,0.5256310105323792,nan
000510,hcval,1.0,0.8028169014084507,0.09243697478991597,-0.7103799266185348,1.0,0.0,-1.0,0.8142857142857143,0.1527777777777778,-0.6615079365079365,198.3642578125,930.7861328125,732.421875,2.0,2.0,0.0,0.9827586206896551,0.1896551724137931,-0.7931034482758621,0.25210084033613445,0.046218487394957986,-0.20588235294117646,0.25686538219451904,0.05693855509161949,-0.19992682710289955,0.0002164337201975286,0.000901923980563879,0.0006854902603663504,0,49,0.0,0.5955932140350342,0.7246605753898621,0.44073760509490967,0.9999361038208008
000720,hcval,1.0,0.23076923076923078,0.7142857142857143,0.4835164835164835,1.0,1.0,0.0,0.2647058823529412,1.0,0.7352941176470589,762.939453125,0.0,-762.939453125,1.0,0.0,-1.0,0.6428571428571429,0.7142857142857143,0.0714285714285714,0.17692307692307693,0.15384615384615385,-0.023076923076923078,0.17682813107967377,0.1562897264957428,-0.02053840458393097,0.0006736982613801956,9.112701263802592e-06,-0.000664585560116393,45,7,0.8653846153846154,0.9989257454872131,0.9948669672012329,0.3040146231651306,0.36886927485466003
