threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.29721708942270003,0.437923752830923,0.7407407407407407,6.285710121268657e-05,62.85710121268657,0.6157772621809745,0.36488623083797345,0.458238010963871,183.0,0.3664563493497687,6.984170992335609e-05
