image_name,teacher_student_absdiff_all_pixels,teacher_student_absdiff_target,teacher_student_absdiff_target_boundary,teacher_student_absdiff_far_background,teacher_student_absdiff_ohem_negatives,teacher_student_absdiff_topk_far_evidence,teacher_student_absdiff_detached_fp_components,teacher_rank_disagreement_topk_far,teacher_lower_than_student_on_high_far_rate,teacher_preserves_target_rate,per_checkpoint_variance_topk_far,per_checkpoint_variance_target,topk_far_pixels,ohem_negative_pixels,detached_fp_pixels,target_pixels,informative_topk_far
000044,6.829984261029908e-08,0.00027293629116482206,1.2505887841032418e-05,1.176600552734081e-08,9.921561668704378e-07,9.921561668704378e-07,nan,0.40975609756097564,0.9877300613496932,1.0,9.49650520633586e-13,1.2598080751442038e-07,326,326,0,9,0
000048,3.437848928898796e-07,0.00042020777861277264,1.2455160657286e-05,3.7341546677558336e-08,6.470948300260919e-07,6.470948300260919e-07,nan,0.5592841163310962,0.8788819875776398,1.0,1.1666339874384495e-12,3.984258539387516e-07,322,322,0,36,0
000049,1.2505915454358698e-07,0.00037510527504815,1.8067108668116994e-05,4.609431756911118e-08,4.806686218947726e-06,4.806686218947726e-06,nan,0.2931937172774869,0.9693251533742331,1.0,3.715534050589301e-11,4.968599256471862e-07,326,326,0,9,0
000050,1.231997905984484e-06,0.0003733634948730469,0.0007395859044162161,5.241014355699814e-08,4.060308216708806e-06,4.060308216708806e-06,nan,0.23783783783783785,0.5398773006134969,1.0,5.927847849772243e-11,2.601414207998371e-07,326,326,0,9,0
000052,1.1003697957986907e-07,0.00044284264246622723,1.8393100123040387e-05,2.121451780757141e-08,1.4206887076823287e-06,1.4206887076823287e-06,nan,0.5282167042889391,0.4049079754601227,1.0,1.4303009802023787e-11,2.178713335965199e-06,326,326,0,9,0
000054,2.772536782726676e-07,0.00043065901155825014,1.6188319371087314e-05,2.601405536770317e-08,2.736906367317715e-06,2.736906367317715e-06,nan,0.5351473922902494,0.9597523219814241,1.0,5.2480732962643495e-11,3.2306615371379833e-07,323,323,0,27,0
000056,4.431629281741383e-08,0.00012655390633477105,3.745932274208596e-06,2.1300983175973912e-08,3.4028520991203e-06,3.4028520991203e-06,nan,0.40975609756097564,0.3803680981595092,1.0,1.6113182158484764e-10,1.6986638959634902e-08,326,326,0,9,0
000057,1.1154851227808086e-07,0.00018158223893907334,5.315055726996363e-05,5.5304657193982664e-09,5.904715205346546e-07,5.904715205346546e-07,nan,0.5045871559633027,0.5,1.0,3.3852657282604076e-12,5.623625279030067e-08,326,326,0,9,0
000058,7.127717531071144e-07,0.00038925144407484267,0.000424426905969155,1.1204745779526443e-08,1.589110477933073e-06,1.589110477933073e-06,nan,0.5148063781321184,0.44171779141104295,1.0,4.4946674431781337e-10,4.4046222945502854e-07,326,326,0,9,0
000059,1.2629278078906545e-06,0.000545413957701789,0.00015372966829683106,2.480998849919484e-08,1.3189646548835582e-06,1.3189646548835582e-06,nan,0.47393364928909953,0.7577639751552795,1.0,8.273164941501077e-12,1.1437299474910863e-06,322,322,0,36,0
000061,8.260263993806443e-07,0.0002900593810611301,0.00010568055711161286,2.1874337464265557e-08,2.124881361801865e-06,2.124881361801865e-06,nan,0.2547425474254743,0.8385093167701864,1.0,1.566508204307118e-11,1.4938356181678122e-07,322,322,0,36,0
000063,7.469395489020267e-08,0.0001415411631266276,1.6146216370144238e-05,3.072477661055346e-08,1.2744806990374776e-06,1.2744806990374776e-06,nan,0.4058679706601467,0.99079754601227,1.0,8.004011082972915e-13,2.4772406841893574e-08,326,326,0,9,0
000064,1.8277645212373123e-07,0.0009912119971381293,2.2875520050288474e-05,1.701046741641699e-08,1.3606169460968116e-06,1.3606169460968116e-06,nan,0.30208333333333337,0.6012269938650306,1.0,1.478871330541967e-11,1.1124089312611022e-05,326,326,0,9,0
000065,2.1556605661171216e-07,0.0003566609488593207,8.304520800072148e-05,3.996544768164367e-08,2.3982888134165153e-06,2.3982888134165153e-06,nan,0.4549763033175356,0.6411042944785276,1.0,2.7491433411989538e-11,3.8268761710153535e-07,326,326,0,9,0
000066,1.2111444081241385e-06,0.006275898880428738,0.00020570850495644683,4.491920095997319e-08,2.0821322204428893e-06,2.0821322204428893e-06,nan,0.8398576512455516,0.7914110429447853,0.8888888888888888,2.4554934819077962e-11,0.00027979254898221245,326,326,0,9,0
000067,9.39068027692792e-08,0.00035258796479966905,1.9114303016367576e-05,1.6364506166819022e-08,1.1536516731797904e-06,1.1536516731797904e-06,nan,0.6444906444906444,0.6901840490797546,1.0,4.394502548614028e-12,7.140775276760614e-07,326,326,0,9,0
000068,5.04790111875047e-07,0.00030277503861321346,0.00013358447716412195,1.3754414194344616e-08,1.208141253134552e-06,1.208141253134552e-06,nan,0.6486486486486487,0.5538461538461539,1.0,1.2698866561995316e-11,1.665318236396571e-07,325,325,0,18,0
000069,3.636745407722683e-07,0.0002085301611158583,4.8294087330935535e-05,5.728408336642433e-08,9.914725396022847e-06,9.914725396022847e-06,nan,0.23013698630136992,0.8730650154798761,1.0,1.9409562206381779e-10,1.6230892820714273e-07,323,323,0,27,0
000070,1.7182817694801494e-07,0.0002241863144768609,2.7759979861951167e-05,9.902991426726169e-08,8.895300003868956e-06,8.895300003868956e-06,nan,0.2976501305483029,0.656441717791411,1.0,3.144757558531212e-10,7.297147429517912e-08,326,326,0,9,0
000072,1.0789589893038009e-07,0.0002403524186876085,2.3961353126745882e-05,3.845942504475376e-08,4.552559641944442e-06,4.552559641944442e-06,nan,0.41747572815533984,0.9815950920245399,1.0,3.107383117821575e-11,1.1568915080238816e-07,326,326,0,9,0
000073,7.056667612123366e-07,0.0003360907236735026,0.0003735847145317702,8.980494721560584e-08,8.891777016857093e-06,8.891777016857093e-06,nan,0.30208333333333337,0.9723926380368099,1.0,1.116817786985974e-10,1.773745696493418e-07,326,326,0,9,0
000074,1.1615608035293168e-07,0.00023111369874742295,1.907416452544712e-05,5.548693274643781e-08,6.345991520924635e-06,6.345991520924635e-06,nan,0.3064935064935065,0.9785276073619632,1.0,7.786134099682687e-11,1.969360381042722e-06,326,326,0,9,0
000077,3.690477628936651e-08,0.00011726220448811849,3.7217362279512444e-06,1.5117846698790013e-08,7.571139907733674e-07,7.571139907733674e-07,nan,0.6127659574468085,0.9386503067484663,1.0,5.292163656538215e-13,3.959119402689263e-08,326,326,0,9,0
000078,2.564452675084641e-07,0.001396795113881429,1.134679126242969e-05,5.150881632960152e-08,5.628606007880404e-06,5.628606007880404e-06,nan,0.31088082901554404,0.9785276073619632,1.0,5.3715049025777334e-11,1.4618431043050211e-05,326,326,0,9,0
000079,1.7275926387756702e-07,0.00020588768853081597,8.684437286321609e-05,1.201153373662027e-08,4.0215255339584744e-07,4.0215255339584744e-07,nan,0.6528925619834711,0.8773006134969326,1.0,2.3049842524215584e-13,2.0839296905390054e-07,326,326,0,9,0
000082,1.367023239537139e-07,0.0002708832422892253,5.410082968588803e-05,1.6967675691822646e-08,1.6453776938230639e-06,1.6453776938230639e-06,nan,0.4658823529411765,0.8895705521472392,1.0,3.659202787205425e-11,8.977565338044415e-08,326,326,0,9,0
000083,2.083228134724911e-07,0.00042688184314303927,9.216025258172166e-05,9.063264047556947e-09,5.778732212201823e-07,5.778732212201823e-07,nan,0.3901234567901235,0.7975460122699386,1.0,5.940415825264354e-12,3.662361357391496e-07,326,326,0,9,0
000085,3.200843274117505e-07,0.0008556048075358073,0.00011577603308953092,2.588869792339875e-08,1.7114485728704098e-06,1.7114485728704098e-06,nan,0.685483870967742,0.7699386503067485,1.0,7.85648730334968e-12,6.965397109759408e-06,326,326,0,9,0
000087,1.4972967079782864e-07,6.40220112270779e-05,6.636155750553071e-05,3.983303697487896e-08,2.695527322091312e-06,2.695527322091312e-06,nan,0.5315315315315315,0.9754601226993865,1.0,3.0715346434393433e-11,2.967608805606561e-08,326,326,0,9,0
000088,5.482936005594519e-07,0.00036391284730699327,0.00031589251865713657,1.6361236941975146e-08,2.1912035670586327e-06,2.1912035670586327e-06,nan,0.4942263279445728,0.46932515337423314,1.0,7.907292197246054e-11,7.56038592521059e-07,326,326,0,9,0
000089,2.425580190668045e-06,0.00210866994327969,0.0005958514920488528,2.7713362277092533e-08,2.43524826023881e-06,2.43524826023881e-06,nan,0.3870967741935484,0.7476923076923077,0.9444444444444444,5.374573177740057e-11,7.526466981586409e-05,325,325,0,18,0
000094,2.6684455012028924e-05,0.006948650103627837,0.007566441123933647,4.7576049175784484e-08,7.478338340241372e-07,7.478338340241372e-07,nan,0.8330341113105925,0.7384615384615385,0.8928571428571429,3.865275988912895e-12,0.0011074879022842257,325,325,0,28,0
000095,2.095088664992382e-06,0.00916742064457919,3.4469420982291275e-05,7.650295959784993e-08,4.820163900271809e-06,4.820163900271809e-06,nan,0.42891566265060244,0.8466257668711656,1.0,4.5562981297575774e-11,0.0003552939326582865,326,326,0,14,0
000096,1.8273601920132235e-06,0.0006696529220789671,0.0003960446374392122,7.098432873818558e-08,8.417363229584203e-06,8.417363229584203e-06,nan,0.33419023136246784,0.7993827160493827,1.0,2.114152559642412e-10,2.9727508538949603e-06,324,324,0,30,0
