threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.26169590643274854,0.4897511840953049,0.8256880733944955,90.0,109.0,0.0005768120858856131,576.8120858856131,0.34622823984526113,0.5173410404624278,0.4148319814600232,3380.0,3460.0,49.0
