threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.3162122412037561,0.47318568351362955,0.7441077441077442,5.9421975814287934e-05,59.42197581428793,0.6409815388143562,0.38427167113494193,0.48048822417053466,154.0,0.38623425646845544,6.30238515692745e-05
