threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.30863274785115585,0.4656923600522005,0.7845117845117845,7.940643462375622e-05,79.40643462375623,0.5801304565980934,0.3974015260878532,0.47168733681462144,283.0,0.3995277867079858,9.805319953395341e-05
