image_name,p_tce_mean,p_tce_std,p_tce_min,p_tce_max,target_p_tce_mean,background_p_tce_mean,far_background_p_tce_mean,teacher_student_absdiff_mean,valid_teacher
000567,0.0008389478316530585,0.028702186420559883,2.387691893929651e-25,0.9999999403953552,0.9893465638160706,8.662513209856115e-06,6.567881314367696e-07,1.2123382475692779e-05,1
001043,0.001014924026094377,0.031180953606963158,3.619901851293907e-19,0.9999181032180786,0.952079176902771,9.978272282751277e-05,1.502054800539554e-07,1.399735174345551e-05,1
000798,0.0004903694498352706,0.021760376170277596,4.8859028801973015e-15,0.9999799728393555,0.7725613713264465,0.00016036421584431082,1.5553423793335241e-07,7.75032640376594e-06,1
001085,0.0007718107081018388,0.027492212131619453,1.6243145355899202e-19,0.9999202489852905,0.9765639305114746,2.6771936973091215e-05,3.8546241398762504e-07,5.603389126918046e-06,1
000895,0.000699221680406481,0.02603672817349434,1.0834105693743185e-13,0.9996998906135559,0.965464174747467,3.631500658229925e-05,9.015936086598231e-08,5.971139216853771e-06,1
001121,0.00027434632647782564,0.01654445007443428,1.0583440590919424e-12,0.999974250793457,0.9984204769134521,1.219999035129149e-07,6.990283907271078e-08,2.365431726047973e-07,1
000979,0.0007621126133017242,0.02673049457371235,6.230062777880685e-19,0.9998942613601685,0.9059233665466309,5.716913801734336e-05,4.7526646085316315e-07,2.5277820896008052e-05,1
000363,7.6761280070059e-05,0.008724367246031761,6.14609993905046e-20,1.0,0.998749852180481,5.627680934594537e-07,5.5635467788306414e-08,4.243458135988476e-07,1
000311,0.0008278412278741598,0.028030920773744583,5.2849456073629595e-16,0.9999889135360718,0.9811089634895325,4.94126979901921e-05,8.98694239026554e-08,2.1681473299395293e-05,1
000229,0.001091917511075735,0.03216125816106796,2.5973140361920048e-18,0.9999158382415771,0.8837866187095642,0.00012109358794987202,1.0010682416350392e-07,3.0272280127974227e-05,1
000234,0.0008835201733745635,0.029237588867545128,1.9894011369255536e-17,0.9999916553497314,0.9630131721496582,3.127181116724387e-05,1.9442283871740074e-07,8.621520464657806e-06,1
001073,0.0013235555961728096,0.03549506515264511,2.6348001674870135e-14,0.999751091003418,0.9278059601783752,0.00010617607040330768,1.7860133993963245e-07,1.546164639876224e-05,1
000716,0.0008313482394441962,0.02818332053720951,9.71798873792358e-19,0.9999407529830933,0.8431755900382996,0.00013670562475454062,1.526200748003248e-07,1.4071310943108983e-05,1
001005,0.0005657238070853055,0.02349899522960186,7.645844951799016e-20,0.9998270273208618,0.9403865337371826,2.0467605281737633e-05,1.0558335361565696e-07,5.956258519290714e-06,1
001119,0.0001366681099170819,0.011649995110929012,1.4782449435728591e-16,0.9999959468841553,0.9941504597663879,1.423368729547292e-07,3.895841516055043e-08,9.092765367313405e-07,1
001327,0.00048485788283869624,0.021784169599413872,7.162702402669364e-23,0.9999998807907104,0.9546428322792053,4.159137006354285e-06,1.2922969006012863e-07,6.964078238524962e-06,1
000754,0.0002415205235593021,0.015178144909441471,4.056081943111361e-19,0.9999998807907104,0.8333917856216431,7.622053090017289e-05,1.5282562060292548e-07,2.1275611743476475e-06,1
000245,0.0009776722872629762,0.030939947813749313,1.7884069683359066e-16,0.9999983310699463,0.977083683013916,8.588402124587446e-06,1.0528469118753492e-07,9.802575732464902e-06,1
000780,0.00028077291790395975,0.016197480261325836,9.54181525458786e-12,0.999924898147583,0.8454809784889221,0.00010018010652856901,5.347026377222619e-09,7.813709999027196e-06,1
000277,0.0014970062766224146,0.038261350244283676,1.880800236961442e-15,0.9999995231628418,0.9780171513557434,3.456916238064878e-05,1.5090478200363577e-07,8.632913704786915e-06,1
001052,0.0009354600915685296,0.030132174491882324,4.294318903417006e-18,0.9999047517776489,0.974352240562439,2.857310391846113e-05,3.2244128078673384e-07,9.759141903487034e-06,1
000856,0.00028823831235058606,0.01652463711798191,1.685804146899319e-15,0.9995988011360168,0.8156399130821228,1.4438205653277691e-05,3.181757222137094e-07,1.1906889085366856e-05,1
000871,0.0011299030156806111,0.032893501222133636,4.505737453342158e-20,0.9999598264694214,0.9427158236503601,3.670821388368495e-05,1.7870604551717406e-07,2.3033711840980686e-05,1
000531,0.0002965556923300028,0.01688879355788231,6.207817616462449e-18,0.9995418787002563,0.9564510583877563,4.671400347433519e-06,3.6329947761259973e-07,3.3806420560722472e-06,1
000472,0.0010424853535369039,0.031949397176504135,4.146875448154532e-17,0.9999977350234985,0.9293286800384521,3.571340494090691e-05,5.89723583743762e-07,8.11132304079365e-06,1
000083,0.00013744317402597517,0.011710376478731632,1.3420164493774928e-15,0.999963104724884,0.9993529915809631,2.0293943236993073e-07,1.9069078760480807e-08,2.083228309857077e-07,1
000274,0.0010216089431196451,0.029955480247735977,5.153027425608154e-15,0.9999257326126099,0.7773411870002747,0.00017965218285098672,7.409683462356043e-07,0.000126145503600128,1
000147,0.0006238397909328341,0.02413003519177437,6.109874468852495e-19,0.999955415725708,0.8000140190124512,0.00013563282846007496,9.104771692136637e-08,2.396650961600244e-05,1
000096,0.0004831950063817203,0.02177657000720501,2.9398656578721583e-18,0.9999746680259705,0.931373655796051,5.687202065018937e-05,9.676333689867533e-08,1.8273599380336236e-06,1
000152,0.0006553628481924534,0.024874962866306305,5.629836485475655e-20,0.9999015927314758,0.7710779905319214,0.00018484694010112435,1.0355863366839912e-07,2.228166522399988e-05,1
001158,0.0004115707124583423,0.020262254402041435,1.14653555746691e-12,0.999955415725708,0.9984585046768188,2.1858946297470538e-07,2.075005411938946e-08,2.683023865301948e-07,1
000453,0.002143455669283867,0.04564912989735603,1.4963620518723426e-16,0.9999990463256836,0.9704363346099854,0.0002930547052528709,4.1574577380742994e-07,2.3085867724148557e-05,1
000057,0.00013761491572950035,0.011708931997418404,1.2841293919050104e-14,0.9999843835830688,0.9991962909698486,3.9627266801289807e-07,9.45117495376735e-09,1.1154850199091015e-07,1
000411,0.00013609442976303399,0.01145970169454813,2.6363226331090867e-18,1.0,0.6363958716392517,1.4563060801719985e-07,1.4527110181461467e-07,5.187779606785625e-06,1
000388,7.629100582562387e-05,0.008728576824069023,2.917308084013201e-26,1.0,0.9993432760238647,4.7158561500282303e-08,4.73406593926029e-08,4.6856804658546025e-08,1
000082,0.00013740426220465451,0.011712110601365566,2.02498239530724e-12,0.9999790787696838,0.9995012283325195,1.4367417122684856e-07,3.6331222474927927e-08,1.3670234011442517e-07,1
000655,0.0005035749636590481,0.021891014650464058,1.2602205158341744e-16,0.9999622106552124,0.7606280446052551,8.579665154684335e-05,1.1485723661053271e-07,1.5512614481849596e-05,1
000962,0.0007710924837738276,0.027495572343468666,8.390977002405026e-20,0.9998549818992615,0.9352114200592041,4.3346350139472634e-05,1.403721228143695e-07,6.602623216167558e-06,1
001086,0.0008579283021390438,0.028688855469226837,2.476521885316652e-19,0.999901294708252,0.9334450960159302,3.33695720655669e-06,3.6167367056805233e-07,1.763287582434714e-05,1
000539,0.00031875682179816067,0.017726393416523933,1.0895274578715443e-18,0.9999493360519409,0.990078330039978,1.502016630183789e-06,3.3585203595976054e-07,2.569081743786228e-06,1
000381,7.633166387677193e-05,0.008732091635465622,8.633463383387812e-21,1.0,0.9997463226318359,5.707641292929111e-08,5.7241994255718964e-08,5.09385706948251e-08,1
000527,0.0002578553685452789,0.015477784909307957,1.2010991298563452e-18,0.9999772310256958,0.9367843866348267,1.4857925634714775e-05,2.3416680505761178e-07,6.107189165049931e-06,1
000309,0.0010819663293659687,0.03254310414195061,3.899072121317244e-16,0.9999978542327881,0.9968811273574829,3.242762977606617e-05,1.1767669860773822e-07,7.221365649456857e-06,1
000065,0.00013743659656029195,0.011709172278642654,1.2908529065062545e-15,0.9999784231185913,0.9992467164993286,2.1097856972573936e-07,7.688950631745683e-08,2.155660467906273e-07,1
000418,0.0004881296481471509,0.02186165377497673,2.314295016787599e-17,0.9999947547912598,0.9886083602905273,5.413432063505752e-06,2.2468982763257372e-07,4.900234671367798e-06,1
000306,0.0011812649900093675,0.03388048708438873,2.4773930702834315e-15,0.9999995827674866,0.9233676791191101,1.1853881005663425e-05,1.549521186916536e-07,2.341681465622969e-05,1
000469,0.0009844768792390823,0.031053224578499794,3.506991025596171e-17,0.9999987483024597,0.9772129058837891,1.527149652247317e-05,1.5385761287234345e-07,6.154911261546658e-06,1
000088,0.00013810281234327704,0.011705105192959309,9.210468555919706e-15,0.9999747276306152,0.9988011121749878,9.384683608004707e-07,2.754588912523559e-08,5.48293712654413e-07,1
001007,0.000980669748969376,0.030904432758688927,1.764115684682654e-18,0.9998719096183777,0.9727990627288818,3.070058664889075e-05,1.497103170322589e-07,8.147759217536077e-06,1
000690,0.0003500716993585229,0.01789831928908825,1.2887677636802012e-18,0.9998723864555359,0.9372276067733765,3.546253719832748e-05,1.1353533579949726e-07,1.7143112927442417e-05,1
000686,0.0006556946318596601,0.024793775752186775,8.151996251632331e-19,0.9999402165412903,0.9056477546691895,7.534123869845644e-05,1.1599299654108108e-07,2.1272759113344364e-05,1
000428,0.0015193409053608775,0.038591157644987106,8.346093561982439e-17,0.9999996423721313,0.9838343262672424,4.822550181415863e-05,9.864497485523316e-08,8.410228474531323e-06,1
000605,0.00031014138949103653,0.017297444865107536,1.9507966245231698e-21,1.0,0.7905464768409729,0.00014129263581708074,1.255765482710558e-07,6.392521299858345e-06,1
001067,0.0011971804779022932,0.03373221680521965,6.757755908136896e-15,0.9998757243156433,0.9407708644866943,7.75809894548729e-05,1.1867214766425604e-07,2.3033475372358225e-05,1
001025,0.0006716294446960092,0.025090094655752182,2.6611099108012385e-16,0.9999114274978638,0.9173320531845093,5.578228592639789e-05,3.6841603900938935e-07,1.5515384802711196e-05,1
001245,0.00013735612446907908,0.011704088188707829,7.227528905223712e-12,0.9999873042106628,0.9988155364990234,1.8971800841427466e-07,1.2832481388613814e-07,1.798285893528373e-07,1
001045,0.0012032217346131802,0.03403758257627487,9.452133082919493e-21,0.999708890914917,0.9651451706886292,3.9841084799263626e-05,1.4227268252398062e-07,1.4004361219122075e-05,1
000767,0.0004095820477232337,0.019857944920659065,1.4871975788995247e-14,0.9999861717224121,0.7361389398574829,0.00011758141772588715,7.374679711347198e-08,8.708112545718905e-06,1
000728,0.0008695523138158023,0.02895991876721382,6.759764302664175e-17,0.9999704360961914,0.907709538936615,6.627916445722803e-05,4.972241995915283e-08,1.5322473700507544e-05,1
001065,0.0010712305083870888,0.032177966088056564,1.6900117830648048e-16,0.9999077320098877,0.9814742207527161,6.790085171815008e-05,1.7694199527795718e-07,8.794616405793931e-06,1
000540,0.0002853638434316963,0.016639921814203262,2.7075911084796143e-16,0.9999061226844788,0.9962392449378967,1.174178487417521e-05,1.6759096865825995e-07,4.238891051500104e-06,1
000658,0.0005320749478414655,0.022231951355934143,4.0039194477151574e-16,0.9999951720237732,0.7359640002250671,0.00010539918002905324,5.953457275609253e-06,1.9174003682564944e-05,1
000549,0.000666439940687269,0.023461177945137024,1.1064117237783695e-17,0.9996615648269653,0.709902286529541,8.156552939908579e-05,2.2092517610872164e-05,0.00013764665345661342,1
000522,0.0023280377499759197,0.046839386224746704,8.350064690667184e-17,0.9999994039535522,0.8877082467079163,0.0001204452128149569,6.322333661046287e-07,0.00010861059854505584,1
000978,0.0010671503841876984,0.032076526433229446,1.379170953211581e-18,0.9997755885124207,0.9674856662750244,6.335536454571411e-05,3.191961752690986e-07,1.1007491593773011e-05,1
000317,0.0012872032821178436,0.03540458902716637,6.103651258232014e-17,0.9999998807907104,0.9765895009040833,5.043667260906659e-05,1.4467008213614463e-07,1.8938855646410957e-05,1
000117,0.0005609240615740418,0.02276238612830639,4.3298143153800654e-16,0.9999241232872009,0.8024964332580566,0.0001446649694116786,4.807905895631848e-08,2.3728833184577525e-05,1
000184,0.0008383057429455221,0.028363464400172234,6.4565755560487374e-15,0.9998135566711426,0.9073997139930725,0.0001184170541819185,8.017298824825048e-08,1.7303276763414033e-05,1
000631,0.00019867201626766473,0.013888965360820293,2.352396577075792e-16,0.9999939203262329,0.7452946305274963,2.809405305015389e-05,2.0258320887478476e-07,4.094376436114544e-06,1
000459,0.0011681759497150779,0.03347909078001976,7.009331972660814e-17,0.9999958276748657,0.8874321579933167,0.00019342634186614305,2.0421713031737454e-07,2.1726238628616557e-05,1
000804,0.0005189734511077404,0.02215954288840294,2.2738459708605396e-15,0.9999384880065918,0.8591361045837402,9.952198888640851e-05,1.1177300507370092e-07,1.664772571530193e-05,1
000819,0.0005397252389229834,0.02234521508216858,6.349130273722477e-15,0.9999431371688843,0.7379930019378662,0.00013440735347103328,2.1752788370577036e-07,2.4324946934939362e-05,1
001048,0.0005530357011593878,0.022993871942162514,1.4484440414699622e-17,0.9998557567596436,0.959848165512085,8.440112287644297e-05,9.955038393627547e-08,8.84228757058736e-06,1
000271,0.0009019106510095298,0.02965080738067627,2.646754290532054e-16,0.9999995827674866,0.9765364527702332,3.7699719541706145e-05,2.0347090412542457e-07,1.7890826711663976e-05,1
000358,0.00015264198009390384,0.012347173877060413,5.95633775950612e-21,1.0,0.9996318817138672,1.1024676638271558e-07,3.197179054836852e-08,1.0701065633611506e-07,1
000670,0.0003238957724533975,0.01748187653720379,1.6705437730197365e-18,0.9998981952667236,0.9033876657485962,4.821851325687021e-05,1.0549985773877779e-07,4.814913609152427e-06,1
000145,0.0003077223082073033,0.017138926312327385,3.344553598242193e-17,0.9999179840087891,0.8729001879692078,4.134692426305264e-05,3.718367835858771e-08,2.4607224986539222e-06,1
000118,0.00047908187843859196,0.021012509241700172,1.65782429945857e-17,0.9998773336410522,0.8153597116470337,5.61033193662297e-05,1.8957497616156616e-07,1.693588637863286e-05,1
000239,0.002149551408365369,0.04525419697165489,1.0935475266972305e-16,0.9999894499778748,0.9416306018829346,0.00016709936608094722,4.6943952725087e-07,3.914942135452293e-05,1
000126,0.00024142790061887354,0.015341059304773808,1.476783647626212e-14,0.999890923500061,0.8298352360725403,1.3510541975847445e-05,1.7759923309768055e-07,2.032901875281823e-06,1
000115,0.0005469978787004948,0.022911271080374718,5.499993686229265e-19,0.9999358654022217,0.8632045984268188,0.00011239641753491014,3.0609861312314024e-08,1.6026644516387023e-05,1
001171,0.00013830051466356963,0.011711499653756618,1.4396452779896762e-12,0.9999903440475464,0.9993779063224792,1.0569689266048954e-06,1.909777722630679e-07,1.0225056712442893e-06,1
000497,0.0019126244587823749,0.04322119429707527,3.0197764831954154e-16,0.9999980926513672,0.9413272738456726,5.9848844102816656e-05,1.542361474093923e-07,1.2541858268377837e-05,1
000847,0.0007065358804538846,0.02568727917969227,2.472367412049135e-16,0.9997350573539734,0.8236407041549683,0.00017880454834084958,4.025180899702718e-08,2.359163590881508e-05,1
000462,0.0010875131702050567,0.03233399614691734,3.912584679106114e-16,0.9999983310699463,0.93741375207901,5.770313509856351e-05,6.55952021588746e-07,1.5736344721517526e-05,1
000604,0.00029060515225864947,0.017021799460053444,2.5917797781302905e-27,1.0,0.7857426404953003,0.0001227786560775712,1.3559410660946014e-07,2.1773279001990886e-07,1
000223,0.0005157474661245942,0.022020846605300903,7.559877050945405e-16,0.9999512434005737,0.8284003734588623,8.601894660387188e-05,7.450989869539626e-08,1.5641790014342405e-05,1
000810,0.0005674439598806202,0.022915445268154144,5.81688295998315e-18,0.9999147653579712,0.8868073225021362,0.00010742503218352795,2.723687941852404e-08,2.3948630769154988e-05,1
000938,0.0013008243404328823,0.03549358621239662,3.5723909026748186e-17,0.9999748468399048,0.9667160511016846,6.182675861055031e-05,3.4895694511760667e-07,1.3208137715992052e-05,1
000460,0.0008892667246982455,0.029058484360575676,4.7143860338898104e-18,0.9999929666519165,0.9270787835121155,6.88537911628373e-05,8.930843250709586e-06,1.4857177120575216e-05,1
001001,0.0004197912057861686,0.01967458613216877,5.9031872627841766e-18,0.9999147653579712,0.9261163473129272,2.412190406175796e-05,1.0182155847360264e-06,1.3727125406148843e-05,1
001108,0.0001374448329443112,0.011705842800438404,7.420889532212815e-14,0.9999828934669495,0.9989643096923828,2.5802049208323297e-07,1.7233379878689448e-07,2.7837361926685844e-07,1
000826,0.000610216346103698,0.024083802476525307,8.755236119428744e-14,0.999840259552002,0.8577392101287842,0.00011293555871816352,6.506990501975451e-08,1.560486271046102e-05,1
001252,0.0008609870565123856,0.029252033680677414,3.0192307425144774e-18,0.9999998807907104,0.9994139075279236,7.001676749496255e-06,1.5990536894605611e-07,1.698316964393598e-06,1
000981,0.0009560161270201206,0.03054533712565899,3.655301200704479e-18,0.9998732805252075,0.9360348582267761,1.3367519386520144e-05,1.9343151791417768e-07,6.592914360226132e-06,1
000429,0.0017262723995372653,0.04126010835170746,2.6287754868309897e-16,0.9999974966049194,0.9972644448280334,2.2000709577696398e-05,1.29038312479679e-07,5.626630809274502e-06,1
001277,0.0008387409616261721,0.02763526514172554,2.455073092033152e-18,0.9999984502792358,0.8235264420509338,2.1971647583995946e-05,3.865223789034644e-06,3.6648976674769074e-05,1
001080,0.0011105234734714031,0.03248554840683937,1.970843042097906e-16,0.9998387694358826,0.9589587450027466,5.7042798289330676e-05,1.369144797536137e-07,1.5175460248428863e-05,1
000707,0.0007690305938012898,0.02696332335472107,3.9793009707026578e-19,0.9998629093170166,0.8397558331489563,0.0001284456520806998,2.498552191809722e-07,2.241753645648714e-05,1
000221,0.001039224094711244,0.0313846580684185,4.578343311225134e-16,0.999902606010437,0.8528705835342407,0.0001544478436699137,9.274643275603012e-08,3.1117004255065694e-05,1
000265,0.0008501006523147225,0.02901902236044407,5.928792291229898e-16,0.9999983310699463,0.9923340678215027,2.160788881155895e-06,3.63175018947004e-08,5.476140358950943e-06,1
000672,0.0006173711153678596,0.024396508932113647,1.5429591871853738e-17,0.9999535083770752,0.8504660725593567,9.83478021225892e-05,7.690695014161975e-08,8.605974471720401e-06,1
