image_name,target_components,ohem_mIoU,candidate_mIoU,per_image_delta_mIoU,ohem_Pd,candidate_Pd,per_image_delta_Pd,ohem_Precision,candidate_Precision,per_image_delta_precision,ohem_FA_ppm,candidate_FA_ppm,per_image_delta_FA,ohem_FP_components,candidate_FP_components,delta_FP_components,target_lost_count,target_gained_count,target_shrink_pixels,target_over_suppressed_pixels,removed_far_fp_pixels,new_fp_components,removed_fp_components,retained_fp_components,ohem_boundary_excess_pixels,candidate_boundary_excess_pixels,boundary_excess_delta,ohem_far_fp_pixels,candidate_far_fp_pixels,far_fp_delta,ohem_detached_near_fp_pixels,candidate_detached_near_fp_pixels,detached_near_fp_delta,target_prob_ohem,target_prob_candidate,target_prob_delta,far_bg_prob_ohem,far_bg_prob_candidate,far_bg_prob_delta
000765,1,0.7647058823529411,0.35,-0.41470588235294115,1.0,1.0,0.0,0.7647058823529411,0.5,-0.2647058823529411,61.03515625,106.8115234375,45.7763671875,0,0,0,0,0,6,7,0,0,0,1,4,7,3,0,0,0,0,0,0,0.9761629700660706,0.6009253859519958,-0.3752375841140747,4.421024613066038e-08,9.15164477532926e-08,4.7306201622632216e-08
000215,2,0.8169014084507042,0.5802469135802469,-0.2366544948704573,1.0,1.0,0.0,0.8923076923076924,0.734375,-0.15793269230769236,106.8115234375,259.3994140625,152.587890625,0,0,0,0,0,13,17,0,0,0,2,7,17,10,0,0,0,0,0,0,0.897110104560852,0.7435194849967957,-0.1535906195640564,5.708647776714315e-08,2.3051736519619226e-08,-3.4034741247523925e-08
000045,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997727870941162,0.9998717904090881,9.900331497192383e-05,2.516108033034925e-08,4.519701235494722e-08,2.003593202459797e-08
001303,1,0.9047619047619048,0.95,0.04523809523809519,1.0,1.0,0.0,0.9193548387096774,0.9661016949152542,0.04674685620557684,76.2939453125,30.517578125,-45.7763671875,0,0,0,0,0,0,4,0,0,0,1,5,2,-3,0,0,0,0,0,0,0.9827446341514587,0.9823171496391296,-0.00042748451232910156,1.7022821907630714e-07,2.5720623852976132e-08,-1.44507595223331e-07
000644,2,0.6590909090909091,0.4583333333333333,-0.20075757575757575,1.0,1.0,0.0,0.7435897435897436,0.6111111111111112,-0.13247863247863245,152.587890625,213.623046875,61.03515625,0,0,0,0,0,7,10,0,0,0,2,10,14,4,0,0,0,0,0,0,0.8554999232292175,0.6584098935127258,-0.1970900297164917,1.5900080541086936e-07,2.8555296793797424e-08,-1.3044551394614246e-07
001190,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9987215399742126,0.9999271035194397,0.0012055635452270508,2.6968676181127194e-08,1.0755599966216778e-08,-1.6213075326731996e-08
001026,1,0.94,0.94,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9280717968940735,0.9376199245452881,0.0095481276512146,8.283070940251491e-08,8.096590953243776e-09,-7.473411756109272e-08
001089,1,0.8333333333333334,0.8780487804878049,0.04471544715447151,1.0,1.0,0.0,0.9459459459459459,0.972972972972973,0.027027027027027084,30.517578125,15.2587890625,-15.2587890625,0,0,0,0,0,1,2,0,0,0,1,2,1,-1,0,0,0,0,0,0,0.8710128664970398,0.8957640528678894,0.02475118637084961,4.2174420400442614e-07,1.5468179981326102e-07,-2.670624041911651e-07
000720,1,0.23076923076923078,0.2676056338028169,0.036836403033586096,1.0,1.0,0.0,0.2647058823529412,0.3064516129032258,0.04174573055028463,762.939453125,656.1279296875,-106.8115234375,1,1,0,0,0,0,0,7,0,0,2,5,5,0,45,38,-7,0,0,0,0.6337897181510925,0.6913744807243347,0.05758476257324219,0.0006779549294151366,0.0005935829831287265,-8.43719462864101e-05
000195,1,0.7741935483870968,0.5714285714285714,-0.20276497695852536,1.0,1.0,0.0,0.8888888888888888,0.7407407407407407,-0.14814814814814814,45.7763671875,106.8115234375,61.03515625,0,0,0,0,0,5,6,0,0,0,1,3,7,4,0,0,0,0,0,0,0.8691168427467346,0.7676476836204529,-0.10146915912628174,5.229352240121443e-08,6.664951968105015e-08,1.435599727983572e-08
