image_name,threshold,IoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components,target_area,mean_prob_target,mean_prob_bg
XDU302,0.5,0.0,0.0,0.0,0,1,0.000370025634765625,370.025634765625,0.0,0.0,0.0,97,27,1,27,0.030210299417376518,0.0003741613181773573
XDU523,0.5,0.6176470588235294,0.6176470588235294,1.0,2,2,2.288818359375e-05,22.88818359375,0.7777777777777778,0.75,0.7636363636363638,6,28,0,28,0.7421889901161194,2.342499101359863e-05
XDU41,0.5,0.47058823529411764,0.47058823529411764,1.0,1,1,0.0,0.0,1.0,0.47058823529411764,0.6399999999999999,0,17,0,17,0.4430273771286011,4.064669667513954e-08
XDU816,0.5,0.44274809160305345,0.44274809160305345,1.0,1,1,0.000232696533203125,232.696533203125,0.48739495798319327,0.8285714285714286,0.6137566137566138,61,70,2,70,0.8321844339370728,0.00023410937865264714
XDU785,0.5,0.42857142857142855,0.42857142857142855,1.0,1,1,7.62939453125e-06,7.62939453125,0.6,0.6,0.6,2,5,0,5,0.599999725818634,7.553875093435636e-06
XDU759,0.5,0.3786407766990291,0.3786407766990291,1.0,1,1,0.000148773193359375,148.773193359375,0.5,0.609375,0.5492957746478874,39,64,4,64,0.591200590133667,0.00014197076961863786
XDU872,0.5,0.5263157894736842,0.5263157894736842,1.0,1,1,2.6702880859375e-05,26.702880859375,0.5882352941176471,0.8333333333333334,0.6896551724137931,7,12,0,12,0.8379476070404053,2.9530347092077136e-05
XDU185,0.5,0.6838905775075987,0.6838905775075987,1.0,2,2,6.4849853515625e-05,64.849853515625,0.9297520661157025,0.7211538461538461,0.8122743682310469,17,312,0,312,0.7119405269622803,7.006964005995542e-05
XDU881,0.5,0.13636363636363635,0.13636363636363635,1.0,1,1,0.000125885009765625,125.885009765625,0.15384615384615385,0.5454545454545454,0.24000000000000002,33,11,2,11,0.5690792202949524,0.00013188592856749892
XDU447,0.5,0.21100917431192662,0.21100917431192662,0.6666666666666666,2,3,3.4332275390625e-05,34.332275390625,0.71875,0.23,0.3484848484848485,9,100,1,100,0.23673373460769653,4.0405804611509666e-05
XDU129,0.5,0.7766990291262136,0.7766990291262136,0.6666666666666666,2,3,1.1444091796875e-05,11.444091796875,0.963855421686747,0.8,0.8743169398907104,3,100,0,100,0.8029474020004272,1.1660293239401653e-05
XDU614,0.5,0.5769230769230769,0.5769230769230769,1.0,1,1,0.0,0.0,1.0,0.5769230769230769,0.7317073170731707,0,26,0,26,0.5578137040138245,6.88730423803463e-08
XDU920,0.5,0.4782608695652174,0.4782608695652174,1.0,1,1,1.52587890625e-05,15.2587890625,0.7333333333333333,0.5789473684210527,0.6470588235294117,4,19,0,19,0.5826380252838135,1.4921111869625747e-05
XDU334,0.5,0.41304347826086957,0.41304347826086957,1.0,1,1,0.0001373291015625,137.3291015625,0.5135135135135135,0.6785714285714286,0.5846153846153848,36,56,2,56,0.6818814873695374,0.00012815000081900507
XDU257,0.5,0.4482758620689655,0.4482758620689655,1.0,1,1,0.0,0.0,1.0,0.4482758620689655,0.6190476190476191,0,29,0,29,0.46375221014022827,1.9832202724501258e-06
XDU892,0.5,0.6590909090909091,0.6590909090909091,1.0,2,2,1.9073486328125e-05,19.073486328125,0.8529411764705882,0.7435897435897436,0.7945205479452054,5,39,0,39,0.7628458738327026,2.070758091576863e-05
XDU103,0.5,0.0,0.0,0.0,0,2,0.000335693359375,335.693359375,0.0,0.0,0.0,88,254,8,254,3.6594801713363267e-06,0.0003665677213575691
XDU698,0.5,0.4,0.4,1.0,1,1,1.1444091796875e-05,11.444091796875,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,7,0,7,0.6405520439147949,1.1550656381587032e-05
