threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.29421107399090857,0.4423052532702938,0.7542087542087542,224.0,297.0,7.044853855721393e-05,70.44853855721394,0.591369440774989,0.3692857633876401,0.4546570183233888,3712.0,14547.0,205.0
