image_name,target_components,ohem_mIoU,erd_mIoU,per_image_delta_mIoU,ohem_Pd,erd_Pd,per_image_delta_Pd,ohem_Precision,erd_Precision,per_image_delta_precision,ohem_FA_ppm,erd_FA_ppm,per_image_delta_FA,ohem_FP_components,erd_FP_components,delta_FP_components,target_lost_count,target_gained_count,target_shrink_pixels,target_over_suppressed_pixels,removed_far_fp_pixels,new_fp_components,removed_fp_components,retained_fp_components,ohem_boundary_excess_pixels,erd_boundary_excess_pixels,boundary_excess_delta,ohem_far_fp_pixels,erd_far_fp_pixels,far_fp_delta,ohem_detached_near_fp_pixels,erd_detached_near_fp_pixels,detached_near_fp_delta,target_prob_ohem,target_prob_erd,target_prob_delta,far_bg_prob_ohem,far_bg_prob_erd,far_bg_prob_delta,erd_suppression_target_mean,erd_suppression_target_dilate_mean,erd_suppression_far_bg_mean,erd_protection_target_mean,erd_protection_far_bg_mean,erd_clutter_target_mean,erd_clutter_far_bg_mean
001309,1,0.875,0.9375,0.0625,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892714262008667,0.9300746321678162,0.03736037015914917,1.9736035028472543e-08,4.136571263302358e-08,2.1629677604551034e-08,0.0,3.5637341597794306e-16,1.783441424369812,1.0,0.504927396774292,4.2454993513796335e-12,0.5583522319793701
000732,1,0.7142857142857143,0.5128205128205128,-0.20146520146520153,1.0,1.0,0.0,0.8333333333333334,0.6896551724137931,-0.14367816091954022,76.2939453125,137.3291015625,61.03515625,0,0,0,0,0,5,6,0,0,0,1,5,9,4,0,0,0,0,0,0,0.8240870833396912,0.724956214427948,-0.09913086891174316,1.7825080078637257e-07,6.071185509881616e-08,-1.175389456875564e-07,8.247695928997878e-12,4.5906802664807955e-11,1.8692119121551514,1.0,0.47436103224754333,4.572967554850038e-06,0.6090551018714905
000336,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998773336410522,0.9997667074203491,-0.000110626220703125,5.6013657712128406e-08,1.384617487332207e-08,-4.2167481950627916e-08,0.0,0.0,2.234304428100586,1.0,0.37749171257019043,2.331066930887724e-17,0.6680838465690613
000622,1,0.6666666666666666,0.65,-0.016666666666666607,1.0,1.0,0.0,0.6666666666666666,0.6842105263157895,0.01754385964912286,106.8115234375,91.552734375,-15.2587890625,0,0,0,0,0,1,2,0,0,0,1,7,6,-1,0,0,0,0,0,0,0.977122962474823,0.9162214994430542,-0.0609014630317688,1.4470499820617988e-07,7.753189379400283e-08,-6.717310441217705e-08,0.0,1.5437142376485122e-17,1.9230880737304688,1.0,0.4774114191532135,3.463038883433356e-11,0.6022536158561707
001232,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9945383071899414,0.9995204210281372,0.004982113838195801,8.271928919612037e-08,1.4779813284349075e-07,6.507884364737038e-08,0.0,3.995477559914917e-12,3.1849958896636963,1.0,0.17618310451507568,8.836298663258968e-13,0.8395323753356934
000166,2,0.6862745098039216,0.4827586206896552,-0.20351588911426638,1.0,1.0,0.0,0.8536585365853658,0.6829268292682927,-0.1707317073170731,91.552734375,198.3642578125,106.8115234375,0,0,0,0,0,8,9,0,0,0,2,6,13,7,0,0,0,0,0,0,0.7671018838882446,0.6446409225463867,-0.12246096134185791,1.060117114093373e-07,1.4208917598068638e-08,-9.180279647580392e-08,9.440872020781421e-14,8.837888890411705e-05,2.539048671722412,1.0,0.26164600253105164,4.884199711341353e-07,0.7154211401939392
000392,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995905756950378,0.9998213052749634,0.0002307295799255371,1.346410272162757e-07,1.2074178101784128e-08,-1.2256684556177788e-07,0.0,1.900598446257385e-14,2.630199909210205,1.0,0.2691554129123688,3.902658395950192e-18,0.7655356526374817
000231,2,0.75,0.6666666666666666,-0.08333333333333337,1.0,1.0,0.0,0.9090909090909091,0.8484848484848485,-0.06060606060606055,91.552734375,152.587890625,61.03515625,0,0,0,0,0,10,13,0,0,0,2,6,10,4,0,0,0,0,0,0,0.8040727376937866,0.7827863097190857,-0.021286427974700928,6.076985670233626e-08,1.768458979256593e-08,-4.3085265133413486e-08,0.0,8.776384952113858e-09,1.1629838943481445,1.0,0.6321778297424316,1.92539175714046e-08,0.4217464029788971
001281,1,0.7567567567567568,0.8648648648648649,0.10810810810810811,1.0,1.0,0.0,0.9655172413793104,0.9696969696969697,0.004179728317659337,15.2587890625,15.2587890625,0.0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.7870402336120605,0.8705313801765442,0.08349114656448364,1.019599622509304e-07,1.3124432207689551e-08,-8.883552737870559e-08,0.0,0.021100077778100967,1.5114924907684326,1.0,0.5773124098777771,1.7999275030503026e-12,0.5134279131889343
001199,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991377592086792,0.9986663460731506,-0.00047141313552856445,4.3810647554209936e-08,3.056991459970959e-08,-1.3240732954500345e-08,0.0,1.3458262282384226e-12,3.0422775745391846,1.0,0.18691235780715942,8.190007699804269e-11,0.8200874924659729
000893,1,0.9811320754716981,1.0,0.018867924528301883,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9611837863922119,0.9912741184234619,0.03009033203125,1.7579775146714383e-07,3.517900992733303e-08,-1.4061873798709712e-07,2.1585304819048655e-14,4.917282726835115e-12,2.2918941974639893,1.0,0.31534114480018616,4.38519300871576e-08,0.6588884592056274
000879,1,0.9428571428571428,0.9714285714285714,0.02857142857142858,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9572502374649048,0.9664259552955627,0.009175717830657959,2.786100878893194e-07,1.3080819982747016e-08,-2.6552928034107026e-07,0.0,2.8711985588548983e-13,2.282928943634033,1.0,0.32499897480010986,1.7528373197350788e-09,0.6705260872840881
000084,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998562932014465,0.9987738728523254,-0.0010824203491210938,2.122895104150757e-08,3.531270564849365e-08,1.4083754606986076e-08,0.0,8.002853344206071e-14,1.0758652687072754,1.0,0.5776448249816895,3.4703140361358464e-10,0.3849111497402191
001174,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9979203343391418,0.9960675835609436,-0.0018527507781982422,6.311738687259094e-09,9.502874931399674e-09,3.19113624414058e-09,3.5151033559582823e-12,1.4390862945745653e-09,1.9867945909500122,0.9999997019767761,0.39720410108566284,8.533494906259875e-07,0.6137459874153137
000377,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996741414070129,0.9993585348129272,-0.00031560659408569336,4.32845546072258e-08,4.853973933904854e-08,5.255184731822737e-09,0.0,0.0,2.3019185066223145,1.0,0.3662209212779999,1.2154749416042819e-16,0.6889792680740356
001063,1,0.9607843137254902,0.9411764705882353,-0.019607843137254943,1.0,1.0,0.0,0.98,0.9795918367346939,-0.00040816326530612734,15.2587890625,15.2587890625,0.0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.9619731307029724,0.9564544558525085,-0.005518674850463867,2.276307924375942e-07,1.2509922875381108e-08,-2.1512086334496416e-07,0.0,1.8451370639716025e-11,1.4948805570602417,1.0,0.5315372347831726,1.4227147460132983e-08,0.5050342679023743
