threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.5219994793022651,0.6189568379436028,0.8440366972477065,92.0,109.0,6.501935050959129e-05,65.01935050959129,0.8403185247275775,0.5794797687861272,0.6859391036606226,381.0,3460.0,22.0
