threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.30952505903962213,0.46726300441300506,0.7878787878787878,234.0,297.0,8.555549887282338e-05,85.55549887282338,0.5667883913127042,0.40544442153021243,0.4727287300124234,4508.0,14547.0,303.0
