image_name,threshold,IoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components,target_area,mean_prob_target,mean_prob_bg
XDU189,0.5,0.6216216216216216,0.6216216216216216,1.0,1,1,0.0,0.0,1.0,0.6216216216216216,0.7666666666666667,0,37,0,37,0.6434086561203003,1.8717568650572503e-07
XDU935,0.5,0.41304347826086957,0.41304347826086957,1.0,2,2,4.1961669921875e-05,41.961669921875,0.6333333333333333,0.5428571428571428,0.5846153846153846,11,35,1,35,0.5586912631988525,4.6243698307080194e-05
XDU672,0.5,0.6304347826086957,0.6304347826086957,1.0,2,2,3.4332275390625e-05,34.332275390625,0.7631578947368421,0.7837837837837838,0.7733333333333334,9,37,1,37,0.7618146538734436,3.568838656065054e-05
XDU231,0.5,0.1519756838905775,0.1519756838905775,0.3333333333333333,1,3,6.4849853515625e-05,64.849853515625,0.746268656716418,0.16025641025641027,0.2638522427440634,17,312,2,312,0.1584119349718094,7.254514639498666e-05
XDU818,0.5,0.0,0.0,0.0,0,1,0.00186920166015625,1869.20166015625,0.0,0.0,0.0,490,20,36,20,0.024912545457482338,0.0029122098349034786
XDU888,0.5,0.6923076923076923,0.6923076923076923,1.0,1,1,0.0,0.0,1.0,0.6923076923076923,0.8181818181818181,0,13,0,13,0.7037306427955627,1.5900641869848187e-07
XDU146,0.5,0.1143827859569649,0.1143827859569649,0.5,1,2,0.0,0.0,1.0,0.1143827859569649,0.20528455284552846,0,883,0,883,0.1099458634853363,6.930437734808947e-08
XDU48,0.5,0.5769230769230769,0.5769230769230769,1.0,1,1,7.62939453125e-06,7.62939453125,0.8823529411764706,0.625,0.7317073170731708,2,24,0,24,0.6279194951057434,7.77293462306261e-06
XDU492,0.5,0.7244094488188977,0.7244094488188977,1.0,2,2,4.1961669921875e-05,41.961669921875,0.8932038834951457,0.7931034482758621,0.8401826484018265,11,116,0,116,0.7965776920318604,4.2752420995384455e-05
XDU241,0.5,0.32786885245901637,0.32786885245901637,1.0,1,1,0.0001373291015625,137.3291015625,0.35714285714285715,0.8,0.4938271604938272,36,25,5,25,0.7975366711616516,0.00014238152652978897
XDU195,0.5,0.4,0.4,0.5,1,2,3.814697265625e-06,3.814697265625,0.967741935483871,0.40540540540540543,0.5714285714285714,1,74,0,74,0.4127371907234192,3.906836809619563e-06
XDU801,0.5,0.7096774193548387,0.7096774193548387,1.0,1,1,2.6702880859375e-05,26.702880859375,0.7586206896551724,0.9166666666666666,0.830188679245283,7,24,0,24,0.9304797053337097,3.3492939110146835e-05
XDU104,0.5,0.48484848484848486,0.48484848484848486,1.0,1,1,5.7220458984375e-05,57.220458984375,0.5161290322580645,0.8888888888888888,0.6530612244897959,15,18,1,18,0.8868157863616943,5.512252391781658e-05
XDU637,0.5,0.3787878787878788,0.3787878787878788,0.6666666666666666,2,3,7.62939453125e-06,7.62939453125,0.9259259259259259,0.390625,0.5494505494505494,2,64,0,64,0.3671080470085144,9.915990631270688e-06
XDU996,0.5,0.38095238095238093,0.38095238095238093,1.0,1,1,6.866455078125e-05,68.66455078125,0.47058823529411764,0.6666666666666666,0.5517241379310345,18,24,3,24,0.6475725769996643,7.38453891244717e-05
XDU482,0.5,0.3269230769230769,0.3269230769230769,0.5,1,2,0.00011444091796875,114.44091796875,0.53125,0.4594594594594595,0.4927536231884059,30,74,3,74,0.4769536554813385,0.00011315003939671442
XDU406,0.5,0.5137614678899083,0.5137614678899083,0.6666666666666666,2,3,6.866455078125e-05,68.66455078125,0.8615384615384616,0.56,0.6787878787878788,18,200,0,200,0.5474735498428345,7.075649045873433e-05
XDU889,0.5,0.44,0.44,1.0,2,2,8.7738037109375e-05,87.738037109375,0.4888888888888889,0.8148148148148148,0.611111111111111,23,27,2,27,0.8064339756965637,8.38980995467864e-05
XDU558,0.5,0.6419753086419753,0.6419753086419753,1.0,2,2,1.9073486328125e-05,19.073486328125,0.9122807017543859,0.6842105263157895,0.7819548872180451,5,76,0,76,0.6806536912918091,1.9409011656534858e-05
XDU117,0.5,0.3125,0.3125,1.0,1,1,0.0,0.0,1.0,0.3125,0.47619047619047616,0,64,0,64,0.31094592809677124,3.7595427215819655e-07
XDU777,0.5,0.0,0.0,0.0,0,1,0.00038909912109375,389.09912109375,0.0,0.0,0.0,102,24,16,24,0.0035690877120941877,0.0007760240696370602
XDU134,0.5,0.5806451612903226,0.5806451612903226,1.0,1,1,4.1961669921875e-05,41.961669921875,0.6206896551724138,0.9,0.7346938775510204,11,20,0,20,0.9015361070632935,4.30071959272027e-05
XDU223,0.5,0.40384615384615385,0.40384615384615385,0.6666666666666666,2,3,7.62939453125e-06,7.62939453125,0.9692307692307692,0.4090909090909091,0.5753424657534247,2,154,0,154,0.4078771770000458,9.892279194900766e-06
XDU943,0.5,0.43478260869565216,0.43478260869565216,0.5,1,2,0.000133514404296875,133.514404296875,0.46153846153846156,0.8823529411764706,0.606060606060606,35,34,1,34,0.9104889035224915,0.00013317407865542918
XDU762,0.5,0.7222222222222222,0.7222222222222222,1.0,2,2,3.814697265625e-05,38.14697265625,0.8387096774193549,0.8387096774193549,0.8387096774193549,10,62,1,62,0.8332743644714355,4.014298610854894e-05
