threshold,mIoU,nIoU,Pd,detected_targets,target_components,FA,FA_ppm,Precision,Recall,F1,FP_pixels,GT_pixels,FP_components
0.5,0.46662046662046663,0.6340569669661886,0.8440366972477065,92.0,109.0,0.00014829872859011768,148.2987285901177,0.6992038767739702,0.5838150289017341,0.6363206804221136,869.0,3460.0,30.0
