threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.30011882532676964,0.499040554951349,0.8256880733944955,0.000414861000233114,414.861000233114,0.42105263157894735,0.5109826589595375,0.46167907037472256,49.0,0.5024813683090292,0.00043406708391881873
