image_id,component_count,detached_far_fp_components,boundary_excess_components,detached_far_fp_area,ohem_budget_pixels,candidate_to_budget_ratio
000454,1,0,0,0.0,652.0,0.0
001157,1,0,0,0.0,654.0,0.0
000164,2,0,0,0.0,651.0,0.0
001037,1,0,0,0.0,651.0,0.0
000077,1,0,0,0.0,654.0,0.0
000642,2,0,0,0.0,652.0,0.0
000828,2,0,0,0.0,651.0,0.0
000675,2,0,0,0.0,652.0,0.0
000702,2,0,0,0.0,651.0,0.0
000310,1,0,0,0.0,652.0,0.0
000797,1,0,0,0.0,654.0,0.0
000739,2,0,0,0.0,651.0,0.0
000123,2,0,0,0.0,652.0,0.0
001270,1,0,0,0.0,652.0,0.0
001170,1,0,0,0.0,654.0,0.0
001117,1,0,0,0.0,654.0,0.0
000857,2,0,0,0.0,651.0,0.0
000477,2,0,0,0.0,651.0,0.0
000180,2,0,0,0.0,651.0,0.0
001130,1,0,0,0.0,654.0,0.0
000958,1,0,0,0.0,651.0,0.0
000855,2,0,0,0.0,652.0,0.0
001109,1,0,0,0.0,654.0,0.0
001009,1,0,0,0.0,651.0,0.0
000199,1,0,0,0.0,653.0,0.0
001203,1,0,0,0.0,654.0,0.0
000676,2,0,0,0.0,652.0,0.0
000132,2,0,0,0.0,652.0,0.0
000441,1,0,0,0.0,652.0,0.0
001261,1,0,0,0.0,651.0,0.0
000878,1,0,0,0.0,652.0,0.0
000283,1,0,0,0.0,651.0,0.0
000408,1,0,0,0.0,654.0,0.0
000244,1,0,0,0.0,651.0,0.0
000322,1,0,0,0.0,652.0,0.0
001105,2,0,0,0.0,652.0,0.0
000932,2,0,0,0.0,651.0,0.0
