threshold,mIoU,nIoU,Pd,FA,FA_ppm,Precision,Recall,F1,FP_components,mean_prob_target,mean_prob_bg
0.5,0.4765258215962441,0.6460707009880651,0.8532110091743119,0.00013652357062381374,136.52357062381373,0.7173144876325088,0.5867052023121387,0.6454689984101749,21.0,0.5835848983802122,0.00022909644987180393
